title_vina,PharmFit_score,Params
HIT103949217.pdbqt,1.00796,100
HIT101940778.pdbqt,1.00723,100
HIT103764664.pdbqt,1.0064,100
HIT106207312.pdbqt,1.0059,100
HIT104413847.pdbqt,1.00496,100
HIT106020660.pdbqt,1.00362,100
HIT107275014.pdbqt,1.00286,5.14999
HIT107078360.pdbqt,1.00272,100
HIT104545045.pdbqt,1.0027,100
HIT106969104.pdbqt,1.00244,100
HIT105873131.pdbqt,1.00233,100
HIT102207762.pdbqt,1.00153,100
HIT105304124.pdbqt,0.999468,100
HIT106180091.pdbqt,0.999354,100
HIT107497619.pdbqt,0.997585,100
HIT211730495.pdbqt,0.997233,100
HIT103871908.pdbqt,0.996908,8.0343
HIT104739903.pdbqt,0.996682,100
HIT211737711.pdbqt,0.996082,100
HIT101175838.pdbqt,0.994715,100
HIT104916615.pdbqt,0.992553,5.76553
HIT104697374.pdbqt,0.991671,100
HIT101526385.pdbqt,0.990507,8.71895
HIT105443844.pdbqt,0.990048,100
HIT106076622.pdbqt,0.989766,100
HIT102631496.pdbqt,0.989581,100
HIT102501440.pdbqt,0.989132,100
HIT100339112.pdbqt,0.988404,100
HIT107368780.pdbqt,0.986442,100
HIT102323753.pdbqt,0.985929,100
HIT101969337.pdbqt,0.98581,100
HIT100810185.pdbqt,0.985151,100
HIT102123013.pdbqt,0.984884,100
HIT103739156.pdbqt,0.984003,100
HIT106776503.pdbqt,0.981484,100
HIT101812631.pdbqt,0.981469,100
HIT106991146.pdbqt,0.981039,100
HIT105867322.pdbqt,0.980757,100
HIT104566149.pdbqt,0.980408,100
HIT211730874.pdbqt,0.979613,100
HIT211734561.pdbqt,0.979594,100
HIT102070376.pdbqt,0.9791,100
HIT106609882.pdbqt,0.978123,100
HIT102127529.pdbqt,0.977692,5.79549
HIT104839251.pdbqt,0.977035,100
HIT103925456.pdbqt,0.975301,100
HIT103239822.pdbqt,0.973884,100
HIT102978579.pdbqt,0.973669,100
HIT101613826.pdbqt,0.973227,100
HIT106423665.pdbqt,0.972894,100
HIT107700109.pdbqt,0.9719,100
HIT102288755.pdbqt,0.971252,100
HIT105920800.pdbqt,0.970709,100
HIT106639103.pdbqt,0.970056,100
HIT105237624.pdbqt,0.970003,100
HIT100451970.pdbqt,0.969806,100
HIT100476426.pdbqt,0.969332,100
HIT103487599.pdbqt,0.96886,100
HIT101649752.pdbqt,0.968806,5.52017
HIT107689536.pdbqt,0.968597,100
HIT104499695.pdbqt,0.967482,100
HIT106468319.pdbqt,0.967357,100
HIT102049950.pdbqt,0.967006,100
HIT106802599.pdbqt,0.967002,100
HIT104752020.pdbqt,0.966543,100
HIT100376642.pdbqt,0.965967,7.14777
HIT104979178.pdbqt,0.96539,100
HIT100601980.pdbqt,0.964346,100
HIT107253475.pdbqt,0.964321,100
HIT101376393.pdbqt,0.964232,7.93554
HIT102832667.pdbqt,0.963754,100
HIT100718464.pdbqt,0.960399,100
HIT102149368.pdbqt,0.960344,100
HIT106067837.pdbqt,0.960066,100
HIT103610280.pdbqt,0.95999,100
HIT100735896.pdbqt,0.959324,100
HIT101695597.pdbqt,0.958366,100
HIT101000881.pdbqt,0.95836,100
HIT100045194.pdbqt,0.957908,100
HIT104060620.pdbqt,0.957651,100
HIT104793952.pdbqt,0.957474,100
HIT105967800.pdbqt,0.957311,100
HIT101505760.pdbqt,0.957309,100
HIT106526560.pdbqt,0.957054,3.47379
HIT105754748.pdbqt,0.957054,100
HIT105307233.pdbqt,0.957041,100
HIT107129173.pdbqt,0.95701,100
HIT103166483.pdbqt,0.955253,100
HIT103444960.pdbqt,0.95262,100
HIT106485992.pdbqt,0.952525,100
HIT104703471.pdbqt,0.952222,100
HIT103826474.pdbqt,0.951322,100
HIT103015866.pdbqt,0.950727,100
HIT211344093.pdbqt,0.950442,100
HIT107253188.pdbqt,0.950266,100
HIT100502405.pdbqt,0.950029,100
HIT104831742.pdbqt,0.948612,100
HIT106080530.pdbqt,0.948151,100
HIT105429455.pdbqt,0.948077,100
HIT100750820.pdbqt,0.946727,100
HIT106815398.pdbqt,0.945327,7.51318
HIT211744826.pdbqt,0.945058,100
HIT104722510.pdbqt,0.944689,100
HIT101169834.pdbqt,0.943709,100
HIT101419175.pdbqt,0.943096,100
HIT100327330.pdbqt,0.943049,100
HIT211723875.pdbqt,0.942747,100
HIT103095306.pdbqt,0.942651,100
HIT101649309.pdbqt,0.942548,100
HIT211468399.pdbqt,0.941019,100
HIT101565531.pdbqt,0.940465,100
HIT102004974.pdbqt,0.940219,100
HIT101486284.pdbqt,0.93985,100
HIT105228310.pdbqt,0.939832,100
HIT100184554.pdbqt,0.939309,100
HIT102183375.pdbqt,0.939229,100
HIT103694466.pdbqt,0.939057,100
HIT102268390.pdbqt,0.938756,100
HIT104245713.pdbqt,0.938538,100
HIT104764398.pdbqt,0.93775,100
HIT101444949.pdbqt,0.937726,100
HIT104605844.pdbqt,0.937123,100
HIT211688606.pdbqt,0.93665,100
HIT107034405.pdbqt,0.935497,100
HIT101039463.pdbqt,0.934421,100
HIT103343828.pdbqt,0.934374,100
HIT107347912.pdbqt,0.934297,100
HIT103457333.pdbqt,0.933809,100
HIT101257802.pdbqt,0.933534,100
HIT105652688.pdbqt,0.933081,100
HIT101031723.pdbqt,0.931893,100
HIT106992713.pdbqt,0.931613,100
HIT103151274.pdbqt,0.931514,100
HIT102796249.pdbqt,0.931015,100
HIT103805878.pdbqt,0.930859,100
HIT105924564.pdbqt,0.930533,100
HIT101974612.pdbqt,0.929591,100
HIT102699509.pdbqt,0.929237,100
HIT211730561.pdbqt,0.929007,100
HIT105509015.pdbqt,0.926671,100
HIT103119725.pdbqt,0.926055,100
HIT105040453.pdbqt,0.92581,100
HIT104273870.pdbqt,0.92568,100
HIT107027590.pdbqt,0.925453,100
HIT103745048.pdbqt,0.92512,100
HIT105967626.pdbqt,0.924817,100
HIT105833808.pdbqt,0.924484,100
HIT102628509.pdbqt,0.924229,100
HIT102714939.pdbqt,0.923616,100
HIT106075041.pdbqt,0.923558,100
HIT101770508.pdbqt,0.923178,7.36379
HIT102052807.pdbqt,0.923038,100
HIT100873960.pdbqt,0.923034,100
HIT104972325.pdbqt,0.922497,6.51635
HIT106417509.pdbqt,0.922468,7.51035
HIT101301974.pdbqt,0.921913,100
HIT105046013.pdbqt,0.920545,100
HIT101797218.pdbqt,0.920537,100
HIT104977356.pdbqt,0.916825,100
HIT103304964.pdbqt,0.916429,100
HIT100165176.pdbqt,0.916288,100
HIT102079636.pdbqt,0.916256,100
HIT102745654.pdbqt,0.916126,100
HIT101298231.pdbqt,0.916121,100
HIT104828896.pdbqt,0.915196,100
HIT105045419.pdbqt,0.913969,100
HIT104438676.pdbqt,0.913826,100
HIT104379603.pdbqt,0.912213,100
HIT104520852.pdbqt,0.912086,100
HIT103038833.pdbqt,0.911744,100
HIT106618599.pdbqt,0.911368,100
HIT107623975.pdbqt,0.910432,100
HIT211734552.pdbqt,0.910389,100
HIT102368133.pdbqt,0.910257,100
HIT107333854.pdbqt,0.91001,7.80816
HIT100339210.pdbqt,0.909892,100
HIT103749647.pdbqt,0.909627,100
HIT101797114.pdbqt,0.908691,100
HIT102217469.pdbqt,0.908153,100
HIT104057639.pdbqt,0.907473,100
HIT105790003.pdbqt,0.907313,100
HIT105459746.pdbqt,0.906624,100
HIT101707474.pdbqt,0.906615,100
HIT101201145.pdbqt,0.90556,100
HIT104057171.pdbqt,0.904733,7.1602
HIT102427519.pdbqt,0.904656,100
HIT103939251.pdbqt,0.903355,100
HIT211723887.pdbqt,0.903317,100
HIT103266333.pdbqt,0.902609,100
HIT106687639.pdbqt,0.90196,100
HIT105294558.pdbqt,0.901273,100
HIT103508722.pdbqt,0.901005,100
HIT107358984.pdbqt,0.900799,100
HIT107003664.pdbqt,0.900572,100
HIT105325867.pdbqt,0.900077,100
HIT100449520.pdbqt,0.898689,100
HIT101783040.pdbqt,0.898622,100
HIT104462673.pdbqt,0.898511,100
HIT102320759.pdbqt,0.897869,100
HIT211463079.pdbqt,0.896253,100
HIT100536789.pdbqt,0.896041,100
HIT101365465.pdbqt,0.895565,100
HIT105585866.pdbqt,0.895188,100
HIT103432184.pdbqt,0.893761,100
HIT106317790.pdbqt,0.893355,100
HIT101995513.pdbqt,0.892455,100
HIT105033571.pdbqt,0.891318,100
HIT101134610.pdbqt,0.891289,100
HIT105547643.pdbqt,0.89074,100
HIT101779020.pdbqt,0.890623,100
HIT102704659.pdbqt,0.890383,100
HIT101554604.pdbqt,0.890314,100
HIT100274308.pdbqt,0.889898,100
HIT102038319.pdbqt,0.889551,5.89595
HIT102035008.pdbqt,0.887322,6.00871
HIT105595469.pdbqt,0.887077,6.93687
HIT107598131.pdbqt,0.886962,100
HIT103678521.pdbqt,0.886591,100
HIT106035863.pdbqt,0.886009,100
HIT211730830.pdbqt,0.88592,6.17104
HIT105876057.pdbqt,0.885684,100
HIT106075090.pdbqt,0.883038,8.36298
HIT106102018.pdbqt,0.882998,100
HIT106166614.pdbqt,0.882525,100
HIT102106506.pdbqt,0.8823,100
HIT101155691.pdbqt,0.88189,100
HIT100260575.pdbqt,0.881444,100
HIT104610347.pdbqt,0.881417,100
HIT104499941.pdbqt,0.881022,100
HIT106298059.pdbqt,0.880401,100
HIT105496601.pdbqt,0.88037,100
HIT101782295.pdbqt,0.879694,5.31159
HIT107104113.pdbqt,0.879497,7.46502
HIT101582045.pdbqt,0.879472,100
HIT101420505.pdbqt,0.878115,100
HIT104402741.pdbqt,0.877911,100
HIT100858894.pdbqt,0.87605,100
HIT102253360.pdbqt,0.875406,100
HIT106590153.pdbqt,0.875394,100
HIT103535781.pdbqt,0.87506,100
HIT105860039.pdbqt,0.873965,100
HIT101274437.pdbqt,0.873143,100
HIT102265955.pdbqt,0.872853,100
HIT102683317.pdbqt,0.871928,100
HIT105821838.pdbqt,0.87033,100
HIT106234743.pdbqt,0.870151,100
HIT211723868.pdbqt,0.870043,100
HIT103617378.pdbqt,0.869999,100
HIT104777237.pdbqt,0.86965,100
HIT105281573.pdbqt,0.869428,100
HIT100980529.pdbqt,0.869073,100
HIT101364243.pdbqt,0.86871,100
HIT102058734.pdbqt,0.868395,100
HIT102272147.pdbqt,0.868098,100
HIT106711885.pdbqt,0.867539,100
HIT103140470.pdbqt,0.867415,100
HIT107499967.pdbqt,0.867306,100
HIT103067221.pdbqt,0.866788,100
HIT104056337.pdbqt,0.8665,100
HIT100168426.pdbqt,0.865969,100
HIT103960068.pdbqt,0.865736,100
HIT102434345.pdbqt,0.865419,100
HIT106906273.pdbqt,0.864741,100
HIT107096619.pdbqt,0.864375,100
HIT106216280.pdbqt,0.863474,100
HIT102371630.pdbqt,0.863332,100
HIT100944744.pdbqt,0.863203,100
HIT100549619.pdbqt,0.862924,100
HIT211510445.pdbqt,0.862461,100
HIT104798730.pdbqt,0.861174,100
HIT211336748.pdbqt,0.860915,100
HIT211742266.pdbqt,0.860838,100
HIT211472473.pdbqt,0.85949,5.00714
HIT101611382.pdbqt,0.859218,100
HIT106490882.pdbqt,0.858472,100
HIT107479911.pdbqt,0.858418,100
HIT107187168.pdbqt,0.858159,100
HIT103995843.pdbqt,0.857546,100
HIT106307262.pdbqt,0.85736,100
HIT105295830.pdbqt,0.856686,100
HIT104454568.pdbqt,0.856473,100
HIT105042935.pdbqt,0.856401,100
HIT106621275.pdbqt,0.856383,7.47374
HIT211688593.pdbqt,0.856156,100
HIT104917519.pdbqt,0.855884,100
HIT104646625.pdbqt,0.855816,100
HIT104847230.pdbqt,0.85521,100
HIT100255526.pdbqt,0.855151,100
HIT100909198.pdbqt,0.853935,100
HIT102998827.pdbqt,0.853308,100
HIT107700663.pdbqt,0.852885,100
HIT104865918.pdbqt,0.852588,100
HIT211256389.pdbqt,0.852501,100
HIT106666267.pdbqt,0.852036,100
HIT106789747.pdbqt,0.851912,100
HIT102113118.pdbqt,0.851608,100
HIT106403381.pdbqt,0.85063,100
HIT100194445.pdbqt,0.850533,100
HIT103140447.pdbqt,0.850419,100
HIT101040839.pdbqt,0.849625,100
HIT102656054.pdbqt,0.849593,100
HIT105695241.pdbqt,0.849501,100
HIT100995616.pdbqt,0.848832,100
HIT100475823.pdbqt,0.848403,100
HIT102708137.pdbqt,0.848169,100
HIT100678931.pdbqt,0.848143,100
HIT101082199.pdbqt,0.84784,100
HIT107543198.pdbqt,0.847463,100
HIT104317394.pdbqt,0.847098,100
HIT101293053.pdbqt,0.846886,100
HIT101107941.pdbqt,0.846803,100
HIT107169881.pdbqt,0.845727,7.93184
HIT102209853.pdbqt,0.844532,5.14068
HIT101161717.pdbqt,0.843885,100
HIT102463981.pdbqt,0.843077,100
HIT101646124.pdbqt,0.842576,100
HIT106414467.pdbqt,0.842495,100
HIT103674272.pdbqt,0.842187,100
HIT102745306.pdbqt,0.84218,100
HIT102809298.pdbqt,0.842157,100
HIT102615842.pdbqt,0.841939,100
HIT101645240.pdbqt,0.841629,100
HIT102244710.pdbqt,0.841419,100
HIT104131237.pdbqt,0.841168,8.00704
HIT100656742.pdbqt,0.840235,100
HIT102346263.pdbqt,0.83954,100
HIT106174215.pdbqt,0.839178,100
HIT105968094.pdbqt,0.838947,100
HIT103890465.pdbqt,0.838866,100
HIT101122083.pdbqt,0.838646,100
HIT101753154.pdbqt,0.837862,100
HIT101897898.pdbqt,0.836985,100
HIT106281058.pdbqt,0.836564,100
HIT102252673.pdbqt,0.836261,100
HIT102990485.pdbqt,0.836115,100
HIT105292021.pdbqt,0.835488,100
HIT103757269.pdbqt,0.834932,100
HIT100460649.pdbqt,0.834509,100
HIT104471417.pdbqt,0.834465,100
HIT107540821.pdbqt,0.83444,100
HIT104160466.pdbqt,0.833883,100
HIT104374567.pdbqt,0.833811,100
HIT103208594.pdbqt,0.833727,100
HIT105715607.pdbqt,0.832923,100
HIT106952062.pdbqt,0.832045,100
HIT104395114.pdbqt,0.831985,100
HIT101385923.pdbqt,0.831695,100
HIT103348408.pdbqt,0.831275,100
HIT100956885.pdbqt,0.831264,100
HIT107426750.pdbqt,0.831192,100
HIT100721266.pdbqt,0.831027,100
HIT101234422.pdbqt,0.830963,100
HIT103641813.pdbqt,0.830374,100
HIT106276324.pdbqt,0.83035,100
HIT106507157.pdbqt,0.829899,7.00791
HIT101307122.pdbqt,0.829787,100
HIT100243497.pdbqt,0.829089,100
HIT106314230.pdbqt,0.829005,100
HIT211485777.pdbqt,0.82847,100
HIT102309497.pdbqt,0.826762,100
HIT107704381.pdbqt,0.825929,100
HIT106298179.pdbqt,0.825817,100
HIT100337678.pdbqt,0.825442,100
HIT103954236.pdbqt,0.825351,100
HIT105680522.pdbqt,0.825057,100
HIT104964744.pdbqt,0.824781,100
HIT101224601.pdbqt,0.8247,100
HIT106758409.pdbqt,0.824201,100
HIT107633196.pdbqt,0.823719,100
HIT106579179.pdbqt,0.823566,100
HIT102268295.pdbqt,0.823485,100
HIT211732313.pdbqt,0.823268,100
HIT107212661.pdbqt,0.822756,100
HIT106516844.pdbqt,0.821756,100
HIT100492334.pdbqt,0.821747,100
HIT102277584.pdbqt,0.82142,8.59229
HIT102614409.pdbqt,0.821389,6.94855
HIT103018189.pdbqt,0.821277,100
HIT104709891.pdbqt,0.82123,100
HIT107283000.pdbqt,0.820808,100
HIT102348553.pdbqt,0.820701,100
HIT106131552.pdbqt,0.820523,100
HIT102007350.pdbqt,0.82041,100
HIT104802879.pdbqt,0.82029,100
HIT104656963.pdbqt,0.818432,100
HIT101898932.pdbqt,0.817608,100
HIT102338723.pdbqt,0.817462,100
HIT106296224.pdbqt,0.817156,100
HIT104348608.pdbqt,0.816203,100
HIT102075278.pdbqt,0.815972,100
HIT211744815.pdbqt,0.815326,100
HIT103338018.pdbqt,0.81516,100
HIT101016221.pdbqt,0.81514,100
HIT100032652.pdbqt,0.815103,100
HIT100892079.pdbqt,0.815021,100
HIT101164927.pdbqt,0.814232,100
HIT104914212.pdbqt,0.813624,100
HIT104337486.pdbqt,0.812905,100
HIT100098306.pdbqt,0.812787,100
HIT211339165.pdbqt,0.812703,100
HIT211353481.pdbqt,0.812636,100
HIT106054143.pdbqt,0.812519,100
HIT106441765.pdbqt,0.812199,100
HIT104669770.pdbqt,0.811349,100
HIT103680704.pdbqt,0.810548,100
HIT107536880.pdbqt,0.810399,100
HIT104898403.pdbqt,0.810337,100
HIT102274500.pdbqt,0.809375,100
HIT105219105.pdbqt,0.809285,100
HIT104062806.pdbqt,0.807979,100
HIT101603762.pdbqt,0.80792,100
HIT105356524.pdbqt,0.80767,100
HIT105320507.pdbqt,0.807649,100
HIT102161089.pdbqt,0.80752,100
HIT103559730.pdbqt,0.807287,100
HIT102386967.pdbqt,0.807178,100
HIT103260930.pdbqt,0.807105,100
HIT102210567.pdbqt,0.806718,100
HIT100366121.pdbqt,0.806709,100
HIT105815288.pdbqt,0.805656,100
HIT105004548.pdbqt,0.805559,100
HIT104019588.pdbqt,0.80511,100
HIT211467758.pdbqt,0.804657,100
HIT107274482.pdbqt,0.804268,5.92581
HIT100971061.pdbqt,0.803736,100
HIT105838530.pdbqt,0.803734,100
HIT106911134.pdbqt,0.803552,100
HIT106483879.pdbqt,0.803267,100
HIT101144107.pdbqt,0.803244,100
HIT102568231.pdbqt,0.802824,100
HIT105054928.pdbqt,0.80277,100
HIT103158950.pdbqt,0.802131,8.05313
HIT101281262.pdbqt,0.801768,100
HIT103005590.pdbqt,0.801761,100
HIT107392122.pdbqt,0.80139,100
HIT103904427.pdbqt,0.800958,100
HIT107362125.pdbqt,0.800683,6.5221
HIT106230242.pdbqt,0.800278,100
HIT105982786.pdbqt,0.800002,100
HIT103076720.pdbqt,0.798976,100
HIT103836113.pdbqt,0.798234,100
HIT104924222.pdbqt,0.797416,100
HIT102677107.pdbqt,0.797413,100
HIT102706874.pdbqt,0.79728,100
HIT104790981.pdbqt,0.795925,100
HIT103910659.pdbqt,0.795146,100
HIT101391139.pdbqt,0.795009,100
HIT105600645.pdbqt,0.794698,100
HIT100390019.pdbqt,0.793885,100
HIT100638303.pdbqt,0.792785,100
HIT106482328.pdbqt,0.792517,7.25455
HIT101627147.pdbqt,0.791881,100
HIT107373353.pdbqt,0.791612,100
HIT100460024.pdbqt,0.791141,100
HIT107265275.pdbqt,0.790874,100
HIT103826089.pdbqt,0.790292,100
HIT107479153.pdbqt,0.790004,100
HIT104381721.pdbqt,0.78924,100
HIT211490490.pdbqt,0.789156,100
HIT106308252.pdbqt,0.788953,100
HIT211723828.pdbqt,0.788724,100
HIT106065166.pdbqt,0.788537,7.3722
HIT101017460.pdbqt,0.78737,100
HIT105668255.pdbqt,0.787191,100
HIT104381456.pdbqt,0.786894,6.1707
HIT106384551.pdbqt,0.78675,100
HIT104520942.pdbqt,0.786519,100
HIT103535528.pdbqt,0.785773,100
HIT103338971.pdbqt,0.785675,100
HIT104442554.pdbqt,0.785544,100
HIT106495682.pdbqt,0.784864,100
HIT102746043.pdbqt,0.784841,100
HIT101046177.pdbqt,0.784586,100
HIT100831457.pdbqt,0.783971,100
HIT106828082.pdbqt,0.783721,100
HIT100199771.pdbqt,0.783262,100
HIT101778051.pdbqt,0.782865,100
HIT107316012.pdbqt,0.782679,100
HIT101171096.pdbqt,0.782274,100
HIT101802218.pdbqt,0.781357,100
HIT100272510.pdbqt,0.781246,100
HIT106991767.pdbqt,0.781224,100
HIT101330687.pdbqt,0.780696,6.53973
HIT105149551.pdbqt,0.780392,100
HIT105198653.pdbqt,0.779542,100
HIT103504975.pdbqt,0.779449,100
HIT103705436.pdbqt,0.779134,100
HIT106644452.pdbqt,0.779106,6.15362
HIT102270087.pdbqt,0.778867,5.41095
HIT100934163.pdbqt,0.7788,100
HIT100670683.pdbqt,0.778797,100
HIT105589502.pdbqt,0.77853,100
HIT106374849.pdbqt,0.778427,100
HIT101761073.pdbqt,0.778213,100
HIT105908865.pdbqt,0.777998,100
HIT102763161.pdbqt,0.777844,100
HIT211688628.pdbqt,0.777784,5.28251
HIT105024571.pdbqt,0.777711,100
HIT100643185.pdbqt,0.777328,100
HIT105171169.pdbqt,0.776593,100
HIT104660587.pdbqt,0.775126,100
HIT105577362.pdbqt,0.774952,100
HIT102575421.pdbqt,0.774902,100
HIT101896198.pdbqt,0.774521,100
HIT100771710.pdbqt,0.773583,100
HIT100948547.pdbqt,0.773448,100
HIT101011250.pdbqt,0.773188,100
HIT102377922.pdbqt,0.772512,100
HIT102408336.pdbqt,0.771436,7.16848
HIT101693546.pdbqt,0.771032,100
HIT103180766.pdbqt,0.771026,100
HIT102895317.pdbqt,0.769384,100
HIT101433067.pdbqt,0.769346,100
HIT100530302.pdbqt,0.768928,100
HIT102830402.pdbqt,0.768539,100
HIT103652671.pdbqt,0.76809,100
HIT106031004.pdbqt,0.767782,100
HIT105973844.pdbqt,0.767767,100
HIT107587840.pdbqt,0.767706,100
HIT104010645.pdbqt,0.76705,100
HIT107324544.pdbqt,0.766649,4.88322
HIT106173858.pdbqt,0.766543,7.10374
HIT106824744.pdbqt,0.766372,100
HIT211688591.pdbqt,0.765808,5.1946
HIT100406761.pdbqt,0.765693,100
HIT104122372.pdbqt,0.765615,100
HIT101215358.pdbqt,0.765391,100
HIT106095942.pdbqt,0.765276,100
HIT106694456.pdbqt,0.765275,100
HIT101053562.pdbqt,0.764935,100
HIT100094941.pdbqt,0.763602,100
HIT107544173.pdbqt,0.762715,100
HIT101276176.pdbqt,0.762708,100
HIT103985455.pdbqt,0.762319,100
HIT106204016.pdbqt,0.76204,100
HIT102478226.pdbqt,0.761644,100
HIT211730479.pdbqt,0.761572,100
HIT104534041.pdbqt,0.761566,7.74715
HIT211467788.pdbqt,0.761505,100
HIT104450494.pdbqt,0.760843,100
HIT105649361.pdbqt,0.760592,100
HIT100560353.pdbqt,0.760187,100
HIT100699080.pdbqt,0.759939,100
HIT106903525.pdbqt,0.759851,100
HIT102517176.pdbqt,0.759715,100
HIT102277553.pdbqt,0.7593,100
HIT102131727.pdbqt,0.759273,100
HIT106047502.pdbqt,0.758918,100
HIT107585437.pdbqt,0.758849,100
HIT103054722.pdbqt,0.75767,100
HIT100629715.pdbqt,0.757136,100
HIT107158353.pdbqt,0.757056,100
HIT102706812.pdbqt,0.756927,100
HIT107088810.pdbqt,0.756838,100
HIT102257855.pdbqt,0.75677,100
HIT107166377.pdbqt,0.756724,100
HIT106451596.pdbqt,0.756521,6.15514
HIT211727261.pdbqt,0.75624,100
HIT102114934.pdbqt,0.755953,100
HIT100556750.pdbqt,0.755796,100
HIT102567793.pdbqt,0.755781,100
HIT105241345.pdbqt,0.755594,100
HIT105625878.pdbqt,0.755579,100
HIT100756979.pdbqt,0.755552,100
HIT104643474.pdbqt,0.755294,100
HIT102362115.pdbqt,0.755238,100
HIT107678457.pdbqt,0.754573,100
HIT100424261.pdbqt,0.754569,100
HIT105005291.pdbqt,0.753765,100
HIT104432871.pdbqt,0.753657,100
HIT100428396.pdbqt,0.75223,100
HIT102437074.pdbqt,0.751145,100
HIT103607424.pdbqt,0.751105,100
HIT100881128.pdbqt,0.751024,100
HIT100372947.pdbqt,0.749885,100
HIT101045800.pdbqt,0.749743,100
HIT105463896.pdbqt,0.748937,100
HIT105178186.pdbqt,0.748621,100
HIT101581543.pdbqt,0.748459,100
HIT103057706.pdbqt,0.748262,100
HIT106005876.pdbqt,0.747677,100
HIT103250576.pdbqt,0.747453,100
HIT102723445.pdbqt,0.747261,100
HIT100287227.pdbqt,0.747037,100
HIT100515838.pdbqt,0.746845,100
HIT105824995.pdbqt,0.746786,100
HIT102060245.pdbqt,0.746397,100
HIT107692381.pdbqt,0.746086,100
HIT102169589.pdbqt,0.745971,5.2141
HIT104017301.pdbqt,0.745652,100
HIT105237074.pdbqt,0.745318,100
HIT104551915.pdbqt,0.744849,100
HIT106717556.pdbqt,0.744624,100
HIT104142690.pdbqt,0.744498,100
HIT106549219.pdbqt,0.743846,7.06997
HIT104061788.pdbqt,0.743566,100
HIT104473311.pdbqt,0.742754,100
HIT211347816.pdbqt,0.742701,100
HIT102438652.pdbqt,0.742632,100
HIT211738254.pdbqt,0.742565,100
HIT102541036.pdbqt,0.742519,100
HIT104386165.pdbqt,0.742315,100
HIT100086251.pdbqt,0.742032,100
HIT101022044.pdbqt,0.741804,100
HIT104184360.pdbqt,0.741578,100
HIT102342344.pdbqt,0.741296,100
HIT211744946.pdbqt,0.740333,100
HIT104447824.pdbqt,0.740016,100
HIT105590480.pdbqt,0.739204,100
HIT103088427.pdbqt,0.73878,100
HIT101770277.pdbqt,0.738472,100
HIT106810168.pdbqt,0.73801,100
HIT101677602.pdbqt,0.737752,100
HIT104174849.pdbqt,0.73678,100
HIT101047016.pdbqt,0.736466,100
HIT103885142.pdbqt,0.736465,100
HIT103587714.pdbqt,0.736028,100
HIT106984620.pdbqt,0.735849,100
HIT103626849.pdbqt,0.735831,100
HIT100292419.pdbqt,0.735392,100
HIT107579971.pdbqt,0.735023,100
HIT106849067.pdbqt,0.734593,100
HIT106191496.pdbqt,0.732311,100
HIT107311456.pdbqt,0.732295,100
HIT100946990.pdbqt,0.731617,100
HIT211688552.pdbqt,0.7315,100
HIT103844187.pdbqt,0.730424,100
HIT104364133.pdbqt,0.730385,100
HIT100476364.pdbqt,0.730327,100
HIT107506004.pdbqt,0.730304,100
HIT106059074.pdbqt,0.730283,100
HIT102149676.pdbqt,0.73026,100
HIT211490708.pdbqt,0.730076,100
HIT106125548.pdbqt,0.730043,100
HIT106822665.pdbqt,0.729978,100
HIT211337217.pdbqt,0.729492,100
HIT101920206.pdbqt,0.729308,100
HIT100346954.pdbqt,0.729157,100
HIT103689739.pdbqt,0.728739,5.29032
HIT106676074.pdbqt,0.728417,6.62536
HIT104650520.pdbqt,0.728208,100
HIT104667105.pdbqt,0.727897,100
HIT211688656.pdbqt,0.727602,5.0816
HIT102280604.pdbqt,0.727447,100
HIT104055895.pdbqt,0.72721,100
HIT105538206.pdbqt,0.72661,100
HIT100997993.pdbqt,0.725983,100
HIT107413787.pdbqt,0.725006,100
HIT102129072.pdbqt,0.724721,100
HIT100827876.pdbqt,0.724606,100
HIT107496709.pdbqt,0.724216,100
HIT106558308.pdbqt,0.724171,100
HIT103419025.pdbqt,0.724078,100
HIT103818748.pdbqt,0.723693,100
HIT105067126.pdbqt,0.723691,100
HIT107211303.pdbqt,0.723585,100
HIT101129514.pdbqt,0.723392,8.16598
HIT103301499.pdbqt,0.723341,100
HIT101284855.pdbqt,0.723081,100
HIT100954302.pdbqt,0.722952,7.15429
HIT105903524.pdbqt,0.722502,7.3717
HIT101219436.pdbqt,0.722476,100
HIT102121554.pdbqt,0.721205,100
HIT102834465.pdbqt,0.721145,100
HIT104502640.pdbqt,0.721099,100
HIT101508146.pdbqt,0.720926,100
HIT105726126.pdbqt,0.720478,100
HIT106089209.pdbqt,0.720275,100
HIT105677023.pdbqt,0.719768,100
HIT103671782.pdbqt,0.71904,100
HIT104188160.pdbqt,0.718859,100
HIT101870382.pdbqt,0.718804,100
HIT103030651.pdbqt,0.718127,100
HIT103991457.pdbqt,0.717353,100
HIT106154750.pdbqt,0.717332,100
HIT100588893.pdbqt,0.717,100
HIT106557202.pdbqt,0.716789,100
HIT100318854.pdbqt,0.716154,100
HIT105887621.pdbqt,0.716148,100
HIT100069145.pdbqt,0.716138,100
HIT106652410.pdbqt,0.715754,100
HIT104511446.pdbqt,0.714877,100
HIT104449891.pdbqt,0.713789,100
HIT104788098.pdbqt,0.713335,100
HIT102452793.pdbqt,0.712254,100
HIT107181135.pdbqt,0.71171,100
HIT100011477.pdbqt,0.710998,6.37778
HIT101985085.pdbqt,0.710396,100
HIT103710608.pdbqt,0.710294,100
HIT211719591.pdbqt,0.710246,100
HIT100800844.pdbqt,0.710171,100
