standardized_smiles,rmsd,title_vina,Original_SMILES_vina,score_vina,title_glide,Original_SMILES_glide,score_glide,PharmFit_score,Total_RSA,Side_chain_RSA
Cc1cccc(CNC(=O)c2ccc3c(c2)NC(=O)C(=Cc2ccc(Cl)cc2)O3)c1,2.061502811057992,HIT211472473.pdbqt,Cc1cccc(CNC(=O)c2ccc3c(c2)NC(=O)/C(=C\c2ccc(Cl)cc2)O3)c1,-7.7,ligprep_chemdiv-stock1_02_400000_split-10_4.sdf:38429,Cc1cccc(CNC(=O)c2ccc3c(c2)NC(=O)/C(=C\c2ccc(Cl)cc2)O3)c1,-6.63645,0.85949,0.3185351846993404,0.048387153437313
Cc1nnc2c3ccccc3nc(Nc3ccccc3Cl)n12,1.2130010363107333,HIT101611382.pdbqt,Cc1nnc2c3ccccc3nc(Nc3ccccc3Cl)n12,-7.9,ligprep_chemdiv-stock1_02_400000_split-10_3.sdf:23238,Cc1nnc2c3ccccc3nc(Nc3ccccc3Cl)n12,-6.42214,0.859218,0.2979484685580037,0.0393716802308385
COC(=O)c1ccccc1NC(=O)Cn1ccn2nc(-c3ccc(OC)c(OC)c3)cc2c1=O,1.669847579518422,HIT106490882.pdbqt,COC(=O)c1ccccc1NC(=O)Cn1ccn2nc(-c3ccc(OC)c(OC)c3)cc2c1=O,-8.0,ligprep_chemdiv-stock1_02_400000_split-10_7.sdf:28446,COC(=O)c1ccccc1NC(=O)Cn1ccn2nc(-c3ccc(OC)c(OC)c3)cc2c1=O,-5.85055,0.858472,0.3113417257270338,0.0405031087841426
O=C1C2C3CC(C2C(=O)N1c1ccccc1)C1C(c2ccc(Cl)cc2)c2sc(=O)[nH]c2SC31,1.8811259013332056,HIT107479911.pdbqt,O=C1C2C3CC(C2C(=O)N1c1ccccc1)C1C(c2ccc(Cl)cc2)c2sc(=O)[nH]c2SC31,-8.6,ligprep_chemdiv-stock1_01_400000_split-10_9.sdf:24125,O=C1[C@@H]2[C@@H]3C[C@H]([C@@H]2C(=O)N1c1ccccc1)[C@H]1[C@@H](c2ccc(Cl)cc2)c2sc(=O)[nH]c2S[C@@H]31,-6.07215,0.858418,0.3413602304272962,0.0609396592274439
COCCCN1C(=O)C(Nc2cc(C)ccc2OC)=C(Sc2ccc(NC(=O)c3ccccc3)cc2)C1=O,1.592203915464678,HIT107187168.pdbqt,COCCCN1C(=O)C(Nc2cc(C)ccc2OC)=C(Sc2ccc(NC(=O)c3ccccc3)cc2)C1=O,-8.1,ligprep_chemdiv-stock1_04_414266_split-10_3.sdf:17079,COCCCN1C(=O)C(Nc2cc(C)ccc2OC)=C(Sc2ccc(NC(=O)c3ccccc3)cc2)C1=O,-6.98785,0.858159,0.2987089355296161,0.0382914073098856
COc1ccc(N2C(=O)C(Nc3ccc(F)cc3)=C(Sc3cccc(NC(=O)c4ccc(C)cc4)c3)C2=O)c(OC)c1,2.1643076975152606,HIT103995843.pdbqt,COc1ccc(N2C(=O)C(Nc3ccc(F)cc3)=C(Sc3cccc(NC(=O)c4ccc(C)cc4)c3)C2=O)c(OC)c1,-7.9,ligprep_chemdiv-stock1_04_414266_split-10_3.sdf:36167,COc1ccc(N2C(=O)C(Nc3ccc(F)cc3)=C(Sc3cccc(NC(=O)c4ccc(C)cc4)c3)C2=O)c(OC)c1,-5.92497,0.857546,0.3026260390901631,0.0382914073098856
Cc1cc(C(=O)N2CC(c3n[nH]c(-c4ccncc4)n3)C3(CCC3)C2)no1,1.6441509352178652,HIT106307262.pdbqt,Cc1cc(C(=O)N2CC(c3n[nH]c(-c4ccncc4)n3)C3(CCC3)C2)no1,-7.8,ligprep_chemdiv-stock1_04_414266_split-10_0.sdf:4808,Cc1cc(C(=O)N2C[C@@H](c3n[nH]c(-c4ccncc4)n3)C3(CCC3)C2)no1,-7.01317,0.85736,0.3201964319885609,0.0459097571618605
Cc1ccc(C)c(N2CCN(c3ncnc4c3c(-c3ccccc3)cn4-c3ccccc3)CC2)c1,1.787729563280916,HIT105295830.pdbqt,Cc1ccc(C)c(N2CCN(c3ncnc4c3c(-c3ccccc3)cn4-c3ccccc3)CC2)c1,-8.4,ligprep_chemdiv-stock1_03_400000_split-10_2.sdf:38608,Cc1ccc(C)c(N2CCN(c3ncnc4c3c(-c3ccccc3)cn4-c3ccccc3)CC2)c1,-6.06182,0.856686,0.3047753844840521,0.0456463428670503
O=C(NC1CCCCCCC1)c1ccc2c(c1)N(Cc1ccccc1)C(=O)CS2,2.1050646112616604,HIT104454568.pdbqt,O=C(NC1CCCCCCC1)c1ccc2c(c1)N(Cc1ccccc1)C(=O)CS2,-7.7,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:10857,O=C(NC1CCCCCCC1)c1ccc2c(c1)N(Cc1ccccc1)C(=O)CS2,-5.86568,0.856473,0.3225684773992021,0.047384267726471
COc1cccc(C2=CC(c3ccccc3OC(F)F)n3ncnc3N2)c1,1.9624371328453745,HIT105042935.pdbqt,COc1cccc(C2=CC(c3ccccc3OC(F)F)n3ncnc3N2)c1,-8.2,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:24849,COc1cccc(C2=C[C@H](c3ccccc3OC(F)F)n3ncnc3N2)c1,-8.05247,0.856401,0.3104052001127884,0.0497865343224483
Cc1ccc(-c2c(C)n3c4c(=O)n(C)c(=O)n(C)c4nc3n2-c2ccc(O)cc2)cc1,0.4718610928734649,HIT106621275.pdbqt,Cc1ccc(-c2c(C)n3c4c(=O)n(C)c(=O)n(C)c4nc3n2-c2ccc(O)cc2)cc1,-7.7,ligprep_chemdiv-stock1_01_400000_split-10_5.sdf:39224,Cc1ccc(-c2c(C)n3c4c(=O)n(C)c(=O)n(C)c4nc3n2-c2ccc(O)cc2)cc1,-5.85145,0.856383,0.3375799774308375,0.0590165771924928
Cc1ccc(CNC(=O)C2(C)CN(S(C)(=O)=O)CC(=O)N2c2cccc(Cl)c2)cc1,2.277067971756664,HIT211688593.pdbqt,Cc1ccc(CNC(=O)C2(C)CN(S(C)(=O)=O)CC(=O)N2c2cccc(Cl)c2)cc1,-7.9,ligprep_chemdiv-stock1_02_400000_split-10_3.sdf:5769,Cc1ccc(CNC(=O)[C@]2(C)CN(S(C)(=O)=O)CC(=O)N2c2cccc(Cl)c2)cc1,-6.06098,0.856156,0.3338693372582018,0.0516657061358455
O=[N+]([O-])c1cccc(C2=CC(c3ccccc3F)n3c(nc4ccccc43)N2)c1,1.868156986130337,HIT104917519.pdbqt,O=[N+]([O-])c1cccc(C2=CC(c3ccccc3F)n3c(nc4ccccc43)N2)c1,-8.1,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:24101,O=[N+]([O-])c1cccc(C2=C[C@@H](c3ccccc3F)n3c(nc4ccccc43)N2)c1,-6.73192,0.855884,0.3244946907310081,0.0551739198680629
COc1ccc(C2c3c(oc4ccc(C)cc4c3=O)C(=O)N2c2nc(C)c(C(C)=O)s2)cc1OC,0.8324382908059912,HIT104646625.pdbqt,COc1ccc(C2c3c(oc4ccc(C)cc4c3=O)C(=O)N2c2nc(C)c(C(C)=O)s2)cc1OC,-8.2,ligprep_chemdiv-stock1_01_400000_split-10_3.sdf:24101,COc1ccc([C@@H]2c3c(oc4ccc(C)cc4c3=O)C(=O)N2c2nc(C)c(C(C)=O)s2)cc1OC,-6.4005,0.855816,0.3118661455687104,0.0438634236588857
O=C(Nc1ccc(SC2=C(Nc3ccccc3)C(=O)N(c3ccccc3)C2=O)cc1)C1CCCC1,0.7292705647230185,HIT104847230.pdbqt,O=C(Nc1ccc(SC2=C(Nc3ccccc3)C(=O)N(c3ccccc3)C2=O)cc1)C1CCCC1,-8.6,ligprep_chemdiv-stock1_04_414266_split-10_3.sdf:26469,O=C(Nc1ccc(SC2=C(Nc3ccccc3)C(=O)N(c3ccccc3)C2=O)cc1)C1CCCC1,-6.22196,0.85521,0.3206991801989837,0.0462202498670399
O=c1c(-c2ccc(Cl)cc2)c(N2CCCc3ccccc32)c1=O,0.4632479676860093,HIT100255526.pdbqt,O=c1c(-c2ccc(Cl)cc2)c(N2CCCc3ccccc32)c1=O,-7.9,ligprep_chemdiv-stock1_02_400000_split-10_3.sdf:16218,O=c1c(-c2ccc(Cl)cc2)c(N2CCCc3ccccc32)c1=O,-6.62517,0.855151,0.3191606587947832,0.0454164172565803
Cc1cccc(Cn2c(CN(Cc3ccccc3)Cc3ccccc3)nc3c2c(=O)n(C)c(=O)n3C)c1,0.7031466908966578,HIT100909198.pdbqt,Cc1cccc(Cn2c(CN(Cc3ccccc3)Cc3ccccc3)nc3c2c(=O)n(C)c(=O)n3C)c1,-8.1,ligprep_chemdiv-stock1_01_400000_split-10_8.sdf:9955,Cc1cccc(Cn2c(CN(Cc3ccccc3)Cc3ccccc3)nc3c2c(=O)n(C)c(=O)n3C)c1,-5.98324,0.853935,0.317977354641112,0.0421803936964074
COc1ccc(C2CC(C(F)(F)F)n3nc(C(=O)Nc4ccc(C)c(C)c4)cc3N2)cc1OC,1.820911429751596,HIT102998827.pdbqt,COc1ccc(C2CC(C(F)(F)F)n3nc(C(=O)Nc4ccc(C)c(C)c4)cc3N2)cc1OC,-8.1,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:2198,COc1ccc([C@@H]2C[C@@H](C(F)(F)F)n3nc(C(=O)Nc4ccc(C)c(C)c4)cc3N2)cc1OC,-6.08908,0.853308,0.321314370144607,0.0497645770879811
CC(=O)c1ccc(NS(=O)(=O)c2cc(-c3c(C)nn4c3NC(=O)CCC4=O)ccc2C)cc1,0.7332617472635529,HIT107700663.pdbqt,CC(=O)c1ccc(NS(=O)(=O)c2cc(-c3c(C)nn4c3NC(=O)CCC4=O)ccc2C)cc1,-8.6,ligprep_chemdiv-stock1_03_400000_split-10_4.sdf:12156,CC(=O)c1ccc(NS(=O)(=O)c2cc(-c3c(C)nn4c3NC(=O)CCC4=O)ccc2C)cc1,-5.96728,0.852885,0.3176297851882059,0.0459548873657342
O=C(NC1CCCc2ccccc21)c1cncn1-c1ccc(-c2ccc(F)c(F)c2)cc1,2.475388537558295,HIT104865918.pdbqt,O=C(NC1CCCc2ccccc21)c1cncn1-c1ccc(-c2ccc(F)c(F)c2)cc1,-8.9,ligprep_chemdiv-stock1_04_414266_split-10_2.sdf:1342,O=C(N[C@@H]1CCCc2ccccc21)c1cncn1-c1ccc(-c2ccc(F)c(F)c2)cc1,-6.03676,0.852588,0.3012150390491997,0.0382914073098856
CC(C)C1=CC(=Cc2ccccc2)C(C)C(=Cc2ccccc2)C1=O,1.1773210517101949,HIT211256389.pdbqt,CC(C)C1=C/C(=C/c2ccccc2)C(C)/C(=C/c2ccccc2)C1=O,-8.2,ligprep_chemdiv-stock1_01_400000_split-10_0.sdf:13406,CC(C)C1=C/C(=C/c2ccccc2)[C@H](C)/C(=C/c2ccccc2)C1=O,-6.94693,0.852501,0.3190999320288227,0.0423572693408591
O=C1NC(c2ccc3c(c2)OCO3)Nc2sc3c(c21)CCCC3,1.9247897738397977,HIT106666267.pdbqt,O=C1NC(c2ccc3c(c2)OCO3)Nc2sc3c(c21)CCCC3,-7.7,ligprep_chemdiv-stock1_01_400000_split-10_0.sdf:33347,O=C1N[C@@H](c2ccc3c(c2)OCO3)Nc2sc3c(c21)CCCC3,-6.47009,0.852036,0.3077611618121521,0.0425525869233332
Cc1ccc(NC(=O)C(=O)NCC(c2cccnc2)N2CCc3ccccc32)cc1F,2.166135319247237,HIT106789747.pdbqt,Cc1ccc(NC(=O)C(=O)NCC(c2cccnc2)N2CCc3ccccc32)cc1F,-8.1,ligprep_chemdiv-stock1_02_400000_split-10_2.sdf:17711,Cc1ccc(NC(=O)C(=O)NC[C@H](c2cccnc2)N2CCc3ccccc32)cc1F,-5.89947,0.851912,0.3026330965692578,0.0417468149813241
O=C1c2ccccc2-c2nn(C(=O)c3ccccc3Cl)c3cccc1c23,2.2279922480358176,HIT102113118.pdbqt,O=C1c2ccccc2-c2nn(C(=O)c3ccccc3Cl)c3cccc1c23,-8.0,ligprep_chemdiv-stock1_01_400000_split-10_3.sdf:20454,O=C1c2ccccc2-c2nn(C(=O)c3ccccc3Cl)c3cccc1c23,-5.96397,0.851608,0.3249172415470845,0.0607689187996934
O=C(CSc1nnc2c3cc(-c4ccc(Cl)cc4)nn3ccn12)NCc1ccco1,1.8268558013702123,HIT100194445.pdbqt,O=C(CSc1nnc2c3cc(-c4ccc(Cl)cc4)nn3ccn12)NCc1ccco1,-7.7,ligprep_chemdiv-stock1_02_400000_split-10_6.sdf:9669,O=C(CSc1nnc2c3cc(-c4ccc(Cl)cc4)nn3ccn12)NCc1ccco1,-6.11984,0.850533,0.3146714357111458,0.0448298324525936
CCOC(=O)c1ccccc1NC(=O)Cn1ccn2nc(-c3ccc4c(c3)OCO4)cc2c1=O,1.891975038232301,HIT103140447.pdbqt,CCOC(=O)c1ccccc1NC(=O)Cn1ccn2nc(-c3ccc4c(c3)OCO4)cc2c1=O,-8.2,ligprep_chemdiv-stock1_02_400000_split-10_7.sdf:28616,CCOC(=O)c1ccccc1NC(=O)Cn1ccn2nc(-c3ccc4c(c3)OCO4)cc2c1=O,-6.21675,0.850419,0.3069484733042358,0.0419334761081181
Cc1ccc(C2(c3ccc(C)cc3)CC2C(=O)NN=Cc2ccccc2O)cc1,1.2654822802884822,HIT101040839.pdbqt,Cc1ccc(C2(c3ccc(C)cc3)CC2C(=O)N/N=C/c2ccccc2O)cc1,-7.9,ligprep_chemdiv-stock1_01_400000_split-10_4.sdf:4308,Cc1ccc(C2(c3ccc(C)cc3)C[C@H]2C(=O)N/N=C/c2ccccc2O)cc1,-6.08754,0.849625,0.3132162150385948,0.0423572693408591
O=C(CCc1nnc2ccc(NCc3ccc(Cl)cc3)nn12)NCc1ccc(Cl)cc1,0.8111703925849686,HIT102656054.pdbqt,O=C(CCc1nnc2ccc(NCc3ccc(Cl)cc3)nn12)NCc1ccc(Cl)cc1,-8.3,ligprep_chemdiv-stock1_01_400000_split-10_8.sdf:6806,O=C(CCc1nnc2ccc(NCc3ccc(Cl)cc3)nn12)NCc1ccc(Cl)cc1,-6.1187,0.849593,0.3131662476791079,0.0403375780872475
Fc1cccc(-c2nnc(C(Nc3ccc(Cl)cc3)c3ccc(F)cc3Cl)o2)c1,2.4961939213737887,HIT105695241.pdbqt,Fc1cccc(-c2nnc(C(Nc3ccc(Cl)cc3)c3ccc(F)cc3Cl)o2)c1,-7.9,ligprep_chemdiv-stock1_01_400000_split-10_7.sdf:33744,Fc1cccc(-c2nnc([C@@H](Nc3ccc(Cl)cc3)c3ccc(F)cc3Cl)o2)c1,-5.97834,0.849501,0.3386342550715244,0.063687259172973
Cc1ccc(NC(=O)CSc2nc3c(oc4ccccc43)c(=O)n2-c2ccccc2C)cc1C,0.4174195121429351,HIT100995616.pdbqt,Cc1ccc(NC(=O)CSc2nc3c(oc4ccccc43)c(=O)n2-c2ccccc2C)cc1C,-8.9,ligprep_chemdiv-stock1_01_400000_split-10_9.sdf:6342,Cc1ccc(NC(=O)CSc2nc3c(oc4ccccc43)c(=O)n2-c2ccccc2C)cc1C,-5.94115,0.848832,0.296224434373379,0.0382914073098856
Cc1ccccc1NC(=O)c1cccn(Cc2cccc(C(F)(F)F)c2)c1=O,1.7800513911120643,HIT100475823.pdbqt,Cc1ccccc1NC(=O)c1cccn(Cc2cccc(C(F)(F)F)c2)c1=O,-7.8,ligprep_chemdiv-stock1_02_400000_split-10_9.sdf:6086,Cc1ccccc1NC(=O)c1cccn(Cc2cccc(C(F)(F)F)c2)c1=O,-5.864,0.848403,0.3090143841333669,0.039338878266031
CCOc1ccc(S(=O)(=O)Nc2cc3c(C(C)=O)c(C)oc3c3ccccc23)cc1,0.6714951074530124,HIT102708137.pdbqt,CCOc1ccc(S(=O)(=O)Nc2cc3c(C(C)=O)c(C)oc3c3ccccc23)cc1,-7.9,ligprep_chemdiv-stock1_01_400000_split-10_3.sdf:172,CCOc1ccc(S(=O)(=O)Nc2cc3c(C(C)=O)c(C)oc3c3ccccc23)cc1,-5.92099,0.848169,0.3181835950119067,0.0431487487707868
COC(=O)c1sc(N2C(=O)c3oc4ccccc4c(=O)c3C2c2ccc(OC)c(OC)c2)nc1C,0.700627109299744,HIT100678931.pdbqt,COC(=O)c1sc(N2C(=O)c3oc4ccccc4c(=O)c3C2c2ccc(OC)c(OC)c2)nc1C,-7.8,ligprep_chemdiv-stock1_01_400000_split-10_3.sdf:16666,COC(=O)c1sc(N2C(=O)c3oc4ccccc4c(=O)c3[C@H]2c2ccc(OC)c(OC)c2)nc1C,-6.23709,0.848143,0.3109469333506789,0.0423237313571365
CC(=O)Nc1c(-c2ccccc2)c(C)nn1-c1ccc(C(=O)N2CCC(c3ccccc3)C2)cc1,2.4824398300289747,HIT101082199.pdbqt,CC(=O)Nc1c(-c2ccccc2)c(C)nn1-c1ccc(C(=O)N2CCC(c3ccccc3)C2)cc1,-7.7,ligprep_chemdiv-stock1_02_400000_split-10_6.sdf:23021,CC(=O)Nc1c(-c2ccccc2)c(C)nn1-c1ccc(C(=O)N2CC[C@@H](c3ccccc3)C2)cc1,-5.91347,0.84784,0.3113596883327808,0.0434052730139711
COc1ccc(C2CC(C(F)(F)F)n3nc(C(=O)Nc4ccc(C)c(Cl)c4)cc3N2)cc1OC,2.149461539343667,HIT107543198.pdbqt,COc1ccc(C2CC(C(F)(F)F)n3nc(C(=O)Nc4ccc(C)c(Cl)c4)cc3N2)cc1OC,-8.0,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:2280,COc1ccc([C@@H]2C[C@@H](C(F)(F)F)n3nc(C(=O)Nc4ccc(C)c(Cl)c4)cc3N2)cc1OC,-5.9374,0.847463,0.3190627552848744,0.0485606297732155
Cc1cc(=O)n(CC(=O)NC(C)CCc2ccccc2)c(NCCCc2ccccc2)n1,1.7358375206582553,HIT104317394.pdbqt,Cc1cc(=O)n(CC(=O)NC(C)CCc2ccccc2)c(NCCCc2ccccc2)n1,-7.8,ligprep_chemdiv-stock1_03_400000_split-10_6.sdf:35789,Cc1cc(=O)n(CC(=O)N[C@@H](C)CCc2ccccc2)c(NCCCc2ccccc2)n1,-6.89451,0.847098,0.318976066131369,0.0382914073098856
CCCc1nnc(N2C(=O)c3oc4ccc(F)cc4c(=O)c3C2c2ccc(F)cc2)s1,0.9616750078093758,HIT101293053.pdbqt,CCCc1nnc(N2C(=O)c3oc4ccc(F)cc4c(=O)c3C2c2ccc(F)cc2)s1,-7.8,ligprep_chemdiv-stock1_01_400000_split-10_3.sdf:25660,CCCc1nnc(N2C(=O)c3oc4ccc(F)cc4c(=O)c3[C@H]2c2ccc(F)cc2)s1,-5.88272,0.846886,0.3194405308284923,0.0437341019067197
O=C(NCc1ccccc1Cl)c1ccc(-n2c(-c3ccccc3)cc3c2CCCC3)cc1,2.4569144315711315,HIT101107941.pdbqt,O=C(NCc1ccccc1Cl)c1ccc(-n2c(-c3ccccc3)cc3c2CCCC3)cc1,-8.1,ligprep_chemdiv-stock1_01_400000_split-10_9.sdf:12648,O=C(NCc1ccccc1Cl)c1ccc(-n2c(-c3ccccc3)cc3c2CCCC3)cc1,-5.95654,0.846803,0.3255467804594015,0.0514628549648504
CCOc1ccc(S(=O)(=O)Nc2cc3c4c(oc3c3ccccc23)CCCC4=O)cc1,0.4321165590962263,HIT107169881.pdbqt,CCOc1ccc(S(=O)(=O)Nc2cc3c4c(oc3c3ccccc23)CCCC4=O)cc1,-8.6,ligprep_chemdiv-stock1_01_400000_split-10_3.sdf:170,CCOc1ccc(S(=O)(=O)Nc2cc3c4c(oc3c3ccccc23)CCCC4=O)cc1,-5.95829,0.845727,0.320497740522258,0.0428566943346444
Cc1ccc(C(C)C)c(OCC(=O)NCc2ccc(-c3nc4ncccc4o3)cc2)c1,0.6328669028904838,HIT102209853.pdbqt,Cc1ccc(C(C)C)c(OCC(=O)NCc2ccc(-c3nc4ncccc4o3)cc2)c1,-8.7,ligprep_chemdiv-stock1_02_400000_split-10_3.sdf:35691,Cc1ccc(C(C)C)c(OCC(=O)NCc2ccc(-c3nc4ncccc4o3)cc2)c1,-6.24582,0.844532,0.2962945060358063,0.0382914073098856
Nc1c(-c2nc(-c3ccccc3)cs2)c2ccccn2c1C(=O)c1ccc2c(c1)OCO2,1.8286748256080136,HIT101161717.pdbqt,Nc1c(-c2nc(-c3ccccc3)cs2)c2ccccn2c1C(=O)c1ccc2c(c1)OCO2,-8.2,ligprep_chemdiv-stock1_04_414266_split-10_9.sdf:39176,Nc1c(-c2nc(-c3ccccc3)cs2)c2ccccn2c1C(=O)c1ccc2c(c1)OCO2,-6.06272,0.843885,0.3010931931309411,0.0432697369215471
Cc1ccccc1Cn1c(C2CC(=O)N(c3cccc(C)c3C)C2)nc2ccccc21,2.018629327123377,HIT102463981.pdbqt,Cc1ccccc1Cn1c(C2CC(=O)N(c3cccc(C)c3C)C2)nc2ccccc21,-7.9,ligprep_chemdiv-stock1_01_400000_split-10_8.sdf:27042,Cc1ccccc1Cn1c([C@H]2CC(=O)N(c3cccc(C)c3C)C2)nc2ccccc21,-6.21963,0.843077,0.3159276579365003,0.0443273515126468
Cn1c(C(=O)NCc2ccccn2)c(-c2ccc(Cl)cc2)c2cc(Cl)ccc21,0.9855595845218384,HIT106414467.pdbqt,Cn1c(C(=O)NCc2ccccn2)c(-c2ccc(Cl)cc2)c2cc(Cl)ccc21,-8.2,ligprep_chemdiv-stock1_04_414266_split-10_9.sdf:5524,Cn1c(C(=O)NCc2ccccn2)c(-c2ccc(Cl)cc2)c2cc(Cl)ccc21,-6.04182,0.842495,0.3204360741830412,0.0463912258341934
Cc1ccc(C2(c3ccc(C)cc3)CC2C(=O)Nc2cccnc2)cc1,0.5059770042661568,HIT103674272.pdbqt,Cc1ccc(C2(c3ccc(C)cc3)CC2C(=O)Nc2cccnc2)cc1,-7.9,ligprep_chemdiv-stock1_01_400000_split-10_1.sdf:19303,Cc1ccc(C2(c3ccc(C)cc3)C[C@H]2C(=O)Nc2cccnc2)cc1,-6.07883,0.842187,0.3131425840002532,0.0423572693408591
Cc1ccc(-n2c(SCC(=O)N3CCCCC3)nnc2-c2cc3ccccc3o2)cc1,1.338165957088162,HIT102745306.pdbqt,Cc1ccc(-n2c(SCC(=O)N3CCCCC3)nnc2-c2cc3ccccc3o2)cc1,-8.2,ligprep_chemdiv-stock1_03_400000_split-10_2.sdf:9449,Cc1ccc(-n2c(SCC(=O)N3CCCCC3)nnc2-c2cc3ccccc3o2)cc1,-6.24727,0.84218,0.2995679566278238,0.0421683197036399
Cc1ccc(-c2nc(S(=O)(=O)c3ccccc3)c(SCC(=O)Nc3cccc(C)c3)[nH]2)cc1,2.440177405063373,HIT102809298.pdbqt,Cc1ccc(-c2nc(S(=O)(=O)c3ccccc3)c(SCC(=O)Nc3cccc(C)c3)[nH]2)cc1,-7.7,ligprep_chemdiv-stock1_02_400000_split-10_1.sdf:8136,Cc1ccc(-c2nc(S(=O)(=O)c3ccccc3)c(SCC(=O)Nc3cccc(C)c3)[nH]2)cc1,-6.28922,0.842157,0.3158712330143206,0.0424799389206201
Cc1cc(C)cc(C(=O)N2CCCC(COc3ccc(C(=O)NC(C)C)cc3)C2)c1,1.7115666743269653,HIT102615842.pdbqt,Cc1cc(C)cc(C(=O)N2CCCC(COc3ccc(C(=O)NC(C)C)cc3)C2)c1,-8.4,ligprep_chemdiv-stock1_03_400000_split-10_6.sdf:17866,Cc1cc(C)cc(C(=O)N2CCC[C@H](COc3ccc(C(=O)NC(C)C)cc3)C2)c1,-6.06449,0.841939,0.3197038205445497,0.0382914073098856
O=C(Nc1ccc(Cl)c(Cl)c1)Nc1cc(C(=O)N2CCc3ccccc3C2)ccc1N1CCCCC1,1.9226243194885693,HIT101645240.pdbqt,O=C(Nc1ccc(Cl)c(Cl)c1)Nc1cc(C(=O)N2CCc3ccccc3C2)ccc1N1CCCCC1,-8.2,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:13453,O=C(Nc1ccc(Cl)c(Cl)c1)Nc1cc(C(=O)N2CCc3ccccc3C2)ccc1N1CCCCC1,-6.8624,0.841629,0.3331359609719772,0.0536263537973297
COc1ccc(C)cc1NC(=O)N1CCc2c([nH]c3ccccc23)C1c1ccccc1F,0.9673020905461732,HIT102244710.pdbqt,COc1ccc(C)cc1NC(=O)N1CCc2c([nH]c3ccccc23)C1c1ccccc1F,-8.3,ligprep_chemdiv-stock1_02_400000_split-10_3.sdf:21871,COc1ccc(C)cc1NC(=O)N1CCc2c([nH]c3ccccc23)[C@H]1c1ccccc1F,-5.95102,0.841419,0.3187102589060179,0.0469011615041484
CC(C)c1noc(-c2ccn3c(CNC(=O)c4ccc5ccccc5n4)nnc3c2)n1,1.712010099834545,HIT104131237.pdbqt,CC(C)c1noc(-c2ccn3c(CNC(=O)c4ccc5ccccc5n4)nnc3c2)n1,-8.2,ligprep_chemdiv-stock1_03_400000_split-10_8.sdf:3360,CC(C)c1noc(-c2ccn3c(CNC(=O)c4ccc5ccccc5n4)nnc3c2)n1,-6.41824,0.841168,0.3148780815686853,0.0420166013097631
O=[N+]([O-])c1ccccc1C=CC1Nc2cccc3cccc(c23)N1,1.6194239474784429,HIT100656742.pdbqt,O=[N+]([O-])c1ccccc1/C=C/C1Nc2cccc3cccc(c23)N1,-7.8,ligprep_chemdiv-stock1_01_400000_split-10_1.sdf:16379,O=[N+]([O-])c1ccccc1/C=C/C1Nc2cccc3cccc(c23)N1,-6.76222,0.840235,0.3194449086068712,0.0382914073098856
Cn1cc(-c2cc3n(n2)CCC(=O)N3CCCC(=O)NCc2ccccc2Cl)c2ccccc21,1.2133620048056082,HIT102346263.pdbqt,Cn1cc(-c2cc3n(n2)CCC(=O)N3CCCC(=O)NCc2ccccc2Cl)c2ccccc21,-8.4,ligprep_chemdiv-stock1_02_400000_split-10_8.sdf:4534,Cn1cc(-c2cc3n(n2)CCC(=O)N3CCCC(=O)NCc2ccccc2Cl)c2ccccc21,-6.27483,0.83954,0.3266888819209652,0.0462305036977756
COc1ccc(C(=O)c2coc3ccc(O)c(CN4CCN(C(=O)c5ccccc5)CC4)c23)cc1,2.3605582431159906,HIT106174215.pdbqt,COc1ccc(C(=O)c2coc3ccc(O)c(CN4CCN(C(=O)c5ccccc5)CC4)c23)cc1,-7.9,ligprep_chemdiv-stock1_04_414266_split-10_5.sdf:20336,COc1ccc(C(=O)c2coc3ccc(O)c(CN4CCN(C(=O)c5ccccc5)CC4)c23)cc1,-6.65049,0.839178,0.3186228163809796,0.0382914073098856
O=C(c1cn(Cc2ccccc2)c2ccccc12)N1CCC(O)(c2ccc(Cl)cc2)CC1,1.619887293918931,HIT105968094.pdbqt,O=C(c1cn(Cc2ccccc2)c2ccccc12)N1CCC(O)(c2ccc(Cl)cc2)CC1,-7.7,ligprep_chemdiv-stock1_04_414266_split-10_5.sdf:3566,O=C(c1cn(Cc2ccccc2)c2ccccc12)N1CCC(O)(c2ccc(Cl)cc2)CC1,-6.11963,0.838947,0.3372566044120589,0.0580385836299878
Cc1ccccc1-c1cc(C(=O)Nc2ccccc2F)c2ccccc2n1,1.5651635471283054,HIT103890465.pdbqt,Cc1ccccc1-c1cc(C(=O)Nc2ccccc2F)c2ccccc2n1,-7.8,ligprep_chemdiv-stock1_04_414266_split-10_6.sdf:4889,Cc1ccccc1-c1cc(C(=O)Nc2ccccc2F)c2ccccc2n1,-6.31191,0.838866,0.3183189064669321,0.0382914073098856
