standardized_smiles,rmsd,title_vina,Original_SMILES_vina,score_vina,title_glide,Original_SMILES_glide,score_glide,PharmFit_score
Cc1ccc(N2CC(C(=O)N3CCC(c4c[nH]c5ccccc45)(c4c[nH]c5ccccc45)CC3)CC2=O)cc1F,2.10113835033536,HIT103836113.pdbqt,Cc1ccc(N2CC(C(=O)N3CCC(c4c[nH]c5ccccc45)(c4c[nH]c5ccccc45)CC3)CC2=O)cc1F,-8.3,ligprep_chemdiv-stock1_03_400000_split-10_7.sdf:27122,Cc1ccc(N2C[C@H](C(=O)N3CCC(c4c[nH]c5ccccc45)(c4c[nH]c5ccccc45)CC3)CC2=O)cc1F,-6.46636,0.798234
O=C(CC1C(=O)N(c2ccccc2)C(=O)N1Cc1ccc2c(c1)OCO2)Nc1ccc(Cl)cc1,2.429135386486796,HIT104924222.pdbqt,O=C(CC1C(=O)N(c2ccccc2)C(=O)N1Cc1ccc2c(c1)OCO2)Nc1ccc(Cl)cc1,-8.1,ligprep_chemdiv-stock1_01_400000_split-10_8.sdf:27571,O=C(C[C@@H]1C(=O)N(c2ccccc2)C(=O)N1Cc1ccc2c(c1)OCO2)Nc1ccc(Cl)cc1,-6.08896,0.797416
Cn1c(C(=O)NCc2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c2cc(Cl)ccc21,1.5756488087834448,HIT102677107.pdbqt,Cn1c(C(=O)NCc2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c2cc(Cl)ccc21,-7.7,ligprep_chemdiv-stock1_04_414266_split-10_9.sdf:5521,Cn1c(C(=O)NCc2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c2cc(Cl)ccc21,-6.10751,0.797413
O=c1c2cnn(-c3ccccc3)c2nc(-c2ccccc2)n1-c1ccc(Br)cc1,1.4413087100223214,HIT102706874.pdbqt,O=c1c2cnn(-c3ccccc3)c2nc(-c2ccccc2)n1-c1ccc(Br)cc1,-7.7,ligprep_chemdiv-stock1_01_400000_split-10_1.sdf:35348,O=c1c2cnn(-c3ccccc3)c2nc(-c2ccccc2)n1-c1ccc(Br)cc1,-6.01727,0.79728
O=C(CCN1C(=O)c2ccccc2N2C(=O)c3ccccc3C12)Nc1ccc2[nH]cnc2c1,1.930251952309321,HIT104790981.pdbqt,O=C(CCN1C(=O)c2ccccc2N2C(=O)c3ccccc3C12)Nc1ccc2[nH]cnc2c1,-8.7,ligprep_chemdiv-stock1_04_414266_split-10_5.sdf:14682,O=C(CCN1C(=O)c2ccccc2N2C(=O)c3ccccc3[C@H]12)Nc1ccc2[nH]cnc2c1,-6.66179,0.795925
Cc1ccc(-c2c(C)n3c4c(=O)n(C)c(=O)n(C)c4nc3n2-c2cccc(Cl)c2)cc1,1.2608217303831852,HIT103910659.pdbqt,Cc1ccc(-c2c(C)n3c4c(=O)n(C)c(=O)n(C)c4nc3n2-c2cccc(Cl)c2)cc1,-7.7,ligprep_chemdiv-stock1_01_400000_split-10_5.sdf:39236,Cc1ccc(-c2c(C)n3c4c(=O)n(C)c(=O)n(C)c4nc3n2-c2cccc(Cl)c2)cc1,-5.97678,0.795146
CCCOc1ccc(Cn2c(SCC(=O)c3ccc(Cl)cc3)nc3c(sc4ncccc43)c2=O)cc1,0.8858024459964721,HIT101391139.pdbqt,CCCOc1ccc(Cn2c(SCC(=O)c3ccc(Cl)cc3)nc3c(sc4ncccc43)c2=O)cc1,-8.3,ligprep_chemdiv-stock1_01_400000_split-10_7.sdf:12834,CCCOc1ccc(Cn2c(SCC(=O)c3ccc(Cl)cc3)nc3c(sc4ncccc43)c2=O)cc1,-5.95973,0.795009
COc1cc(NC(=O)NCC(c2ccc(OC)c(OC)c2)c2c[nH]c3ccccc23)cc(OC)c1,1.0190457766249486,HIT105600645.pdbqt,COc1cc(NC(=O)NCC(c2ccc(OC)c(OC)c2)c2c[nH]c3ccccc23)cc(OC)c1,-7.8,ligprep_chemdiv-stock1_02_400000_split-10_8.sdf:23233,COc1cc(NC(=O)NC[C@@H](c2ccc(OC)c(OC)c2)c2c[nH]c3ccccc23)cc(OC)c1,-6.50149,0.794698
COc1ccc(OC)c(CNC(=O)C2CCCN(c3ncnc4c3oc3ccccc34)C2)c1,2.147109705952153,HIT100390019.pdbqt,COc1ccc(OC)c(CNC(=O)C2CCCN(c3ncnc4c3oc3ccccc34)C2)c1,-7.7,ligprep_chemdiv-stock1_03_400000_split-10_5.sdf:25081,COc1ccc(OC)c(CNC(=O)[C@@H]2CCCN(c3ncnc4c3oc3ccccc34)C2)c1,-5.85933,0.793885
Cc1ccccc1C(=O)n1nc2c3c(cccc31)C(=O)c1ccccc1-2,2.292706790941826,HIT100638303.pdbqt,Cc1ccccc1C(=O)n1nc2c3c(cccc31)C(=O)c1ccccc1-2,-8.0,ligprep_chemdiv-stock1_01_400000_split-10_3.sdf:20453,Cc1ccccc1C(=O)n1nc2c3c(cccc31)C(=O)c1ccccc1-2,-6.24585,0.792785
O=C(CCc1ccccc1)N1CCC2(CCC2n2cc(C(=O)N3CCOCC3)nn2)CC1,2.509570196642245,HIT106482328.pdbqt,O=C(CCc1ccccc1)N1CCC2(CCC2n2cc(C(=O)N3CCOCC3)nn2)CC1,-7.7,ligprep_chemdiv-stock1_03_400000_split-10_9.sdf:25504,O=C(CCc1ccccc1)N1CCC2(CC[C@H]2n2cc(C(=O)N3CCOCC3)nn2)CC1,-6.63427,0.792517
O=C(Cn1cnc2c(oc3ccccc32)c1=O)NCCC1=CCCCC1,0.4736442108392512,HIT101627147.pdbqt,O=C(Cn1cnc2c(oc3ccccc32)c1=O)NCCC1=CCCCC1,-7.9,ligprep_chemdiv-stock1_03_400000_split-10_4.sdf:21292,O=C(Cn1cnc2c(oc3ccccc32)c1=O)NCCC1=CCCCC1,-5.87498,0.791881
Cn1c(CNC(=O)C2CCCCC(=O)N2Cc2ccccc2)nc2ccccc21,0.2147896436853576,HIT107373353.pdbqt,Cn1c(CNC(=O)C2CCCCC(=O)N2Cc2ccccc2)nc2ccccc21,-7.8,ligprep_chemdiv-stock1_03_400000_split-10_8.sdf:236,Cn1c(CNC(=O)[C@H]2CCCCC(=O)N2Cc2ccccc2)nc2ccccc21,-5.90217,0.791612
COc1ccccc1CNC(=O)c1ccc(Cn2c(=O)c3cccn3c3cccnc32)o1,0.4802934714838417,HIT100460024.pdbqt,COc1ccccc1CNC(=O)c1ccc(Cn2c(=O)c3cccn3c3cccnc32)o1,-8.1,ligprep_chemdiv-stock1_02_400000_split-10_6.sdf:158,COc1ccccc1CNC(=O)c1ccc(Cn2c(=O)c3cccn3c3cccnc32)o1,-5.95411,0.791141
O=C(Nc1ccc2c(c1)OCO2)c1cccn(Cc2cccc(C(F)(F)F)c2)c1=O,2.19817165306382,HIT107265275.pdbqt,O=C(Nc1ccc2c(c1)OCO2)c1cccn(Cc2cccc(C(F)(F)F)c2)c1=O,-7.9,ligprep_chemdiv-stock1_02_400000_split-10_9.sdf:6109,O=C(Nc1ccc2c(c1)OCO2)c1cccn(Cc2cccc(C(F)(F)F)c2)c1=O,-5.89598,0.790874
CC(C)c1nnc(N2C(=O)c3oc4ccccc4c(=O)c3C2c2cccc(Cl)c2)s1,2.405222272542255,HIT103826089.pdbqt,CC(C)c1nnc(N2C(=O)c3oc4ccccc4c(=O)c3C2c2cccc(Cl)c2)s1,-7.9,ligprep_chemdiv-stock1_01_400000_split-10_3.sdf:16862,CC(C)c1nnc(N2C(=O)c3oc4ccccc4c(=O)c3[C@@H]2c2cccc(Cl)c2)s1,-5.9371,0.790292
O=C1CC(c2cccc(C(F)(F)F)c2)c2ccc3ccccc3c2N1,1.9113324286476168,HIT107479153.pdbqt,O=C1CC(c2cccc(C(F)(F)F)c2)c2ccc3ccccc3c2N1,-8.1,ligprep_chemdiv-stock1_04_414266_split-10_8.sdf:12946,O=C1C[C@H](c2cccc(C(F)(F)F)c2)c2ccc3ccccc3c2N1,-6.36814,0.790004
CC1CC(=Cc2ccccc2F)C2=C(C1)C(c1ccccc1F)NC(=S)N2,2.2621841667013034,HIT104381721.pdbqt,CC1CC2=C(NC(=S)NC2c2ccccc2F)/C(=C/c2ccccc2F)C1,-7.7,ligprep_chemdiv-stock1_01_400000_split-10_3.sdf:4299,C[C@@H]1CC2=C(NC(=S)N[C@@H]2c2ccccc2F)/C(=C/c2ccccc2F)C1,-5.9211,0.78924
CCSc1nnc(NC(=O)C2CCN(S(=O)(=O)c3c(C)noc3C=Cc3ccccc3F)CC2)s1,1.9575365895503904,HIT211490490.pdbqt,CCSc1nnc(NC(=O)C2CCN(S(=O)(=O)c3c(C)noc3/C=C/c3ccccc3F)CC2)s1,-8.1,ligprep_chemdiv-stock1_02_400000_split-10_8.sdf:12427,CCSc1nnc(NC(=O)C2CCN(S(=O)(=O)c3c(C)noc3/C=C/c3ccccc3F)CC2)s1,-5.90041,0.789156
O=C(NCC1CCc2nc(-c3ccc(F)cc3)[nH]c(=O)c2CC1)C1(c2ccccc2)CC1,2.124960755887622,HIT106308252.pdbqt,O=C(NCC1CCc2nc(-c3ccc(F)cc3)[nH]c(=O)c2CC1)C1(c2ccccc2)CC1,-8.0,ligprep_chemdiv-stock1_04_414266_split-10_0.sdf:6648,O=C(NC[C@H]1CCc2nc(-c3ccc(F)cc3)[nH]c(=O)c2CC1)C1(c2ccccc2)CC1,-6.59608,0.788953
O=C(C1CCCCC1)N1C2CCC1c1cnc(-c3ccc(F)cc3)nc1C2,0.799593272533906,HIT211723828.pdbqt,O=C(C1CCCCC1)N1[C@H]2CC[C@@H]1c1cnc(-c3ccc(F)cc3)nc1C2,-8.1,ligprep_chemdiv-stock1_03_400000_split-10_8.sdf:6760,O=C(C1CCCCC1)N1[C@H]2CC[C@@H]1c1cnc(-c3ccc(F)cc3)nc1C2,-6.13606,0.788724
O=C1c2ccccc2C(=O)C1(Nc1ccc2c(c1)oc1ccccc12)c1ccccc1,1.5939137553063651,HIT106065166.pdbqt,O=C1c2ccccc2C(=O)C1(Nc1ccc2c(c1)oc1ccccc12)c1ccccc1,-8.3,ligprep_chemdiv-stock1_01_400000_split-10_5.sdf:1557,O=C1c2ccccc2C(=O)C1(Nc1ccc2c(c1)oc1ccccc12)c1ccccc1,-6.08721,0.788537
Cc1ccccc1-n1c(SCC(=O)Nc2ccc(Cl)cc2)nc2c(oc3ccccc32)c1=O,0.4169875188888653,HIT101017460.pdbqt,Cc1ccccc1-n1c(SCC(=O)Nc2ccc(Cl)cc2)nc2c(oc3ccccc32)c1=O,-8.6,ligprep_chemdiv-stock1_01_400000_split-10_9.sdf:6350,Cc1ccccc1-n1c(SCC(=O)Nc2ccc(Cl)cc2)nc2c(oc3ccccc32)c1=O,-5.93026,0.78737
O=C(C1=C(N2CCc3ccccc32)c2ccccc2S1(=O)=O)N1CCOCC1,1.4176051704496964,HIT105668255.pdbqt,O=C(C1=C(N2CCc3ccccc32)c2ccccc2S1(=O)=O)N1CCOCC1,-8.0,ligprep_chemdiv-stock1_03_400000_split-10_2.sdf:13590,O=C(C1=C(N2CCc3ccccc32)c2ccccc2S1(=O)=O)N1CCOCC1,-6.0939,0.787191
O=C1c2[nH]nc(-c3ccccc3O)c2C(c2ccc(F)cc2)N1Cc1cccnc1,1.337066709754355,HIT104381456.pdbqt,O=C1c2[nH]nc(-c3ccccc3O)c2C(c2ccc(F)cc2)N1Cc1cccnc1,-8.0,ligprep_chemdiv-stock1_02_400000_split-10_0.sdf:2976,O=C1c2[nH]nc(-c3ccccc3O)c2[C@H](c2ccc(F)cc2)N1Cc1cccnc1,-5.90718,0.786894
Cc1ccc(-n2c(-c3ccccc3)nc3c(cnn3-c3ccccc3)c2=O)cc1,1.5446209608698884,HIT106384551.pdbqt,Cc1ccc(-n2c(-c3ccccc3)nc3c(cnn3-c3ccccc3)c2=O)cc1,-7.7,ligprep_chemdiv-stock1_01_400000_split-10_1.sdf:18316,Cc1ccc(-n2c(-c3ccccc3)nc3c(cnn3-c3ccccc3)c2=O)cc1,-6.22657,0.78675
Cc1ccc(N2C(=O)c3ccccc3C2Nc2ccccc2Br)nc1,1.698680715967543,HIT104520942.pdbqt,Cc1ccc(N2C(=O)c3ccccc3C2Nc2ccccc2Br)nc1,-7.8,ligprep_chemdiv-stock1_01_400000_split-10_8.sdf:6638,Cc1ccc(N2C(=O)c3ccccc3[C@@H]2Nc2ccccc2Br)nc1,-6.24303,0.786519
O=C1CC(C(=O)Nc2ccccc2F)c2c(nc(SCc3ccc(F)cc3)[nH]c2=O)N1,1.6965621739270271,HIT103535528.pdbqt,O=C1CC(C(=O)Nc2ccccc2F)c2c(nc(SCc3ccc(F)cc3)[nH]c2=O)N1,-8.1,ligprep_chemdiv-stock1_03_400000_split-10_2.sdf:3159,O=C1C[C@H](C(=O)Nc2ccccc2F)c2c(nc(SCc3ccc(F)cc3)[nH]c2=O)N1,-6.85168,0.785773
CC1(C(=O)NN=Cc2ccc(Br)cc2)CCC(c2nc3ccccc3[nH]2)C1(C)C,0.8338677423453553,HIT103338971.pdbqt,CC1(C(=O)N/N=C/c2ccc(Br)cc2)CCC(c2nc3ccccc3[nH]2)C1(C)C,-7.9,ligprep_chemdiv-stock1_04_414266_split-10_8.sdf:25079,CC1(C)[C@H](c2nc3ccccc3[nH]2)CC[C@@]1(C)C(=O)N/N=C/c1ccc(Br)cc1,-6.26174,0.785675
Cc1ccc(C2c3ccccc3CCN2C(=O)c2cccc3cc[nH]c23)cc1,1.121855253427491,HIT104442554.pdbqt,Cc1ccc(C2c3ccccc3CCN2C(=O)c2cccc3cc[nH]c23)cc1,-8.6,ligprep_chemdiv-stock1_04_414266_split-10_2.sdf:17268,Cc1ccc([C@@H]2c3ccccc3CCN2C(=O)c2cccc3cc[nH]c23)cc1,-6.78782,0.785544
Cc1cccc(Nc2nc3ccccc3c3nnc(C)n23)c1C,2.04418524728494,HIT106495682.pdbqt,Cc1cccc(Nc2nc3ccccc3c3nnc(C)n23)c1C,-8.1,ligprep_chemdiv-stock1_02_400000_split-10_3.sdf:23252,Cc1cccc(Nc2nc3ccccc3c3nnc(C)n23)c1C,-6.3758,0.784864
COc1ccc(CCOc2nc(-c3ccco3)n(-c3cccc(NC(=O)c4ccc([N+](=O)[O-])cc4)c3)n2)cc1,0.9094706795290752,HIT102746043.pdbqt,COc1ccc(CCOc2nc(-c3ccco3)n(-c3cccc(NC(=O)c4ccc([N+](=O)[O-])cc4)c3)n2)cc1,-7.8,ligprep_chemdiv-stock1_04_414266_split-10_3.sdf:17609,COc1ccc(CCOc2nc(-c3ccco3)n(-c3cccc(NC(=O)c4ccc([N+](=O)[O-])cc4)c3)n2)cc1,-5.87342,0.784841
Cc1ccc(NC(=O)c2c(C)nc3sc(C(=O)NCCC4=CCCCC4)c(N)c3c2-c2cccs2)c(C)c1,2.4688339207854906,HIT101046177.pdbqt,Cc1ccc(NC(=O)c2c(C)nc3sc(C(=O)NCCC4=CCCCC4)c(N)c3c2-c2cccs2)c(C)c1,-7.8,ligprep_chemdiv-stock1_01_400000_split-10_7.sdf:30354,Cc1ccc(NC(=O)c2c(C)nc3sc(C(=O)NCCC4=CCCCC4)c(N)c3c2-c2cccs2)c(C)c1,-5.94916,0.784586
COc1ccccc1Nc1c(C(=O)N2CCOCC2)cnc2ccc(F)cc12,2.1096153621149583,HIT100831457.pdbqt,COc1ccccc1Nc1c(C(=O)N2CCOCC2)cnc2ccc(F)cc12,-8.1,ligprep_chemdiv-stock1_02_400000_split-10_4.sdf:3424,COc1ccccc1Nc1c(C(=O)N2CCOCC2)cnc2ccc(F)cc12,-6.01644,0.783971
Cn1ccnc1C(=O)N1CC(CO)C2(CCN(c3ccc(C#N)c(C(F)(F)F)c3)CC2)C1,2.4363982624203704,HIT106828082.pdbqt,Cn1ccnc1C(=O)N1CC(CO)C2(CCN(c3ccc(C#N)c(C(F)(F)F)c3)CC2)C1,-7.9,ligprep_chemdiv-stock1_03_400000_split-10_9.sdf:1264,Cn1ccnc1C(=O)N1C[C@@H](CO)C2(CCN(c3ccc(C#N)c(C(F)(F)F)c3)CC2)C1,-6.06172,0.783721
O=C(Nc1cccc(SC2=C(Nc3ccc(Br)cc3)C(=O)N(Cc3ccco3)C2=O)c1)c1ccc(Cl)cc1,2.010042895195601,HIT100199771.pdbqt,O=C(Nc1cccc(SC2=C(Nc3ccc(Br)cc3)C(=O)N(Cc3ccco3)C2=O)c1)c1ccc(Cl)cc1,-8.0,ligprep_chemdiv-stock1_04_414266_split-10_3.sdf:35219,O=C(Nc1cccc(SC2=C(Nc3ccc(Br)cc3)C(=O)N(Cc3ccco3)C2=O)c1)c1ccc(Cl)cc1,-5.91502,0.783262
COc1ccc(C(CNC(=O)Nc2ccccc2Cl)c2c[nH]c3ccccc23)cc1OC,0.7011434567012654,HIT101778051.pdbqt,COc1ccc(C(CNC(=O)Nc2ccccc2Cl)c2c[nH]c3ccccc23)cc1OC,-7.7,ligprep_chemdiv-stock1_02_400000_split-10_8.sdf:23205,COc1ccc([C@H](CNC(=O)Nc2ccccc2Cl)c2c[nH]c3ccccc23)cc1OC,-6.67242,0.782865
CSc1nn(CC(=O)Nc2ccc3c(c2)OCCO3)c(N)c1-c1nc(-c2ccc(Cl)cc2)no1,0.4213086820708012,HIT107316012.pdbqt,CSc1nn(CC(=O)Nc2ccc3c(c2)OCCO3)c(N)c1-c1nc(-c2ccc(Cl)cc2)no1,-7.9,ligprep_chemdiv-stock1_02_400000_split-10_4.sdf:2510,CSc1nn(CC(=O)Nc2ccc3c(c2)OCCO3)c(N)c1-c1nc(-c2ccc(Cl)cc2)no1,-5.86623,0.782679
Cc1ccccc1-n1c(SCC(=O)Nc2ccccc2F)nc2c(oc3ccccc32)c1=O,1.2392236084816102,HIT101171096.pdbqt,Cc1ccccc1-n1c(SCC(=O)Nc2ccccc2F)nc2c(oc3ccccc32)c1=O,-8.5,ligprep_chemdiv-stock1_01_400000_split-10_9.sdf:6339,Cc1ccccc1-n1c(SCC(=O)Nc2ccccc2F)nc2c(oc3ccccc32)c1=O,-5.99231,0.782274
CCC1c2cccn2-c2sc3c(c2CN1C(=O)Nc1ccc(C)cc1)CCCC3,2.192391509760282,HIT101802218.pdbqt,CCC1c2cccn2-c2sc3c(c2CN1C(=O)Nc1ccc(C)cc1)CCCC3,-8.1,ligprep_chemdiv-stock1_02_400000_split-10_7.sdf:9540,CC[C@@H]1c2cccn2-c2sc3c(c2CN1C(=O)Nc1ccc(C)cc1)CCCC3,-6.67849,0.781357
CCOc1ccc(-c2cc3c(=O)n(CC(=O)Nc4ccccc4C)ccn3n2)cc1,1.8157635773965728,HIT100272510.pdbqt,CCOc1ccc(-c2cc3c(=O)n(CC(=O)Nc4ccccc4C)ccn3n2)cc1,-7.7,ligprep_chemdiv-stock1_02_400000_split-10_7.sdf:28322,CCOc1ccc(-c2cc3c(=O)n(CC(=O)Nc4ccccc4C)ccn3n2)cc1,-6.04107,0.781246
O=C1C2C3C=CC(C2C(=O)N1c1ccccc1)C1C(=O)N(c2ccccc2)C(=O)C31,2.184909996239357,HIT106991767.pdbqt,O=C1C2C3C=CC(C2C(=O)N1c1ccccc1)C1C(=O)N(c2ccccc2)C(=O)C31,-8.1,ligprep_chemdiv-stock1_01_400000_split-10_4.sdf:14368,O=C1[C@@H]2[C@H]3C=C[C@@H]([C@@H]2C(=O)N1c1ccccc1)[C@@H]1C(=O)N(c2ccccc2)C(=O)[C@H]31,-6.05086,0.781224
COc1ccc(N2C(=O)C3N=NN(CC(=O)Nc4ccc(C)c(C)c4)C3C2=O)cc1Cl,0.8521007334816705,HIT101330687.pdbqt,COc1ccc(N2C(=O)C3N=NN(CC(=O)Nc4ccc(C)c(C)c4)C3C2=O)cc1Cl,-7.8,ligprep_chemdiv-stock1_01_400000_split-10_7.sdf:39954,COc1ccc(N2C(=O)[C@@H]3[C@@H](N=NN3CC(=O)Nc3ccc(C)c(C)c3)C2=O)cc1Cl,-5.85781,0.780696
Cc1ccc(-c2cc3c(=O)n(Cc4nc(-c5ccccn5)no4)ccn3n2)cc1C,2.0814427851853146,HIT105149551.pdbqt,Cc1ccc(-c2cc3c(=O)n(Cc4nc(-c5ccccn5)no4)ccn3n2)cc1C,-8.3,ligprep_chemdiv-stock1_02_400000_split-10_6.sdf:8987,Cc1ccc(-c2cc3c(=O)n(Cc4nc(-c5ccccn5)no4)ccn3n2)cc1C,-6.00286,0.780392
Cc1ccccc1NC(=O)c1ccc(-c2ncccc2-n2c(C)ccc2C)cc1,1.8307972627359324,HIT105198653.pdbqt,Cc1ccccc1NC(=O)c1ccc(-c2ncccc2-n2c(C)ccc2C)cc1,-7.8,ligprep_chemdiv-stock1_03_400000_split-10_4.sdf:34003,Cc1ccccc1NC(=O)c1ccc(-c2ncccc2-n2c(C)ccc2C)cc1,-5.95177,0.779542
Cc1ccc(-n2nc(C)c(-c3ccccc3)c2NC(=O)CN(C(=O)Nc2ccccc2F)C(C)C)cc1,2.055776180503199,HIT103504975.pdbqt,Cc1ccc(-n2nc(C)c(-c3ccccc3)c2NC(=O)CN(C(=O)Nc2ccccc2F)C(C)C)cc1,-7.9,ligprep_chemdiv-stock1_04_414266_split-10_3.sdf:7977,Cc1ccc(-n2nc(C)c(-c3ccccc3)c2NC(=O)CN(C(=O)Nc2ccccc2F)C(C)C)cc1,-6.18011,0.779449
CCOC(=O)c1c(C)oc2c1cc(NS(=O)(=O)c1cc([N+](=O)[O-])ccc1C)c1ccccc12,1.366819935603676,HIT103705436.pdbqt,CCOC(=O)c1c(C)oc2c1cc(NS(=O)(=O)c1cc([N+](=O)[O-])ccc1C)c1ccccc12,-8.1,ligprep_chemdiv-stock1_01_400000_split-10_3.sdf:567,CCOC(=O)c1c(C)oc2c1cc(NS(=O)(=O)c1cc([N+](=O)[O-])ccc1C)c1ccccc12,-6.1382,0.779134
COc1cccc(N2C(=O)C3ON(c4ccccc4)C(c4ccccc4O)C3C2=O)c1,1.4068035972694708,HIT106644452.pdbqt,COc1cccc(N2C(=O)C3ON(c4ccccc4)C(c4ccccc4O)C3C2=O)c1,-8.2,ligprep_chemdiv-stock1_01_400000_split-10_3.sdf:26118,COc1cccc(N2C(=O)[C@H]3[C@@H](c4ccccc4O)N(c4ccccc4)O[C@H]3C2=O)c1,-6.13573,0.779106
O=C(NCc1ccccn1)C1CCN(c2nccn3nc(-c4ccccc4)cc23)CC1,1.1286966797322948,HIT102270087.pdbqt,O=C(NCc1ccccn1)C1CCN(c2nccn3nc(-c4ccccc4)cc23)CC1,-7.7,ligprep_chemdiv-stock1_02_400000_split-10_7.sdf:31831,O=C(NCc1ccccn1)C1CCN(c2nccn3nc(-c4ccccc4)cc23)CC1,-6.11666,0.778867
COc1cccc(NC(=O)NCC(c2ccc(OC)c(OC)c2)c2c[nH]c3ccccc23)c1,1.6594071150062406,HIT100934163.pdbqt,COc1cccc(NC(=O)NCC(c2ccc(OC)c(OC)c2)c2c[nH]c3ccccc23)c1,-7.9,ligprep_chemdiv-stock1_02_400000_split-10_8.sdf:23203,COc1cccc(NC(=O)NC[C@@H](c2ccc(OC)c(OC)c2)c2c[nH]c3ccccc23)c1,-6.39583,0.7788
COc1cccc(N2CCN(C(=O)CN3C(=O)c4cccnc4Oc4ccccc43)CC2)c1,1.9815881833733389,HIT100670683.pdbqt,COc1cccc(N2CCN(C(=O)CN3C(=O)c4cccnc4Oc4ccccc43)CC2)c1,-7.7,ligprep_chemdiv-stock1_02_400000_split-10_3.sdf:4997,COc1cccc(N2CCN(C(=O)CN3C(=O)c4cccnc4Oc4ccccc43)CC2)c1,-6.35714,0.778797
COCCN1C(=O)c2ccccc2C(C(=O)Nc2ccccc2F)C1c1cn(C)c2ccccc12,1.441464844326274,HIT105589502.pdbqt,COCCN1C(=O)c2ccccc2C(C(=O)Nc2ccccc2F)C1c1cn(C)c2ccccc12,-8.0,ligprep_chemdiv-stock1_01_400000_split-10_7.sdf:30600,COCCN1C(=O)c2ccccc2[C@@H](C(=O)Nc2ccccc2F)[C@H]1c1cn(C)c2ccccc12,-6.54246,0.77853
Cc1nn(-c2ccccc2)c(O)c1C1Nc2ccccc2C(=O)N1c1ccccc1Cl,0.6987654796023286,HIT106374849.pdbqt,Cc1nn(-c2ccccc2)c(O)c1C1Nc2ccccc2C(=O)N1c1ccccc1Cl,-8.1,ligprep_chemdiv-stock1_01_400000_split-10_4.sdf:37841,Cc1nn(-c2ccccc2)c(O)c1[C@@H]1Nc2ccccc2C(=O)N1c1ccccc1Cl,-6.1838,0.778427
Cc1ccc2nc3c(cc(C#N)c(=O)n3-c3ccccc3C(F)(F)F)c(=O)n2c1,0.6212452147876487,HIT101761073.pdbqt,Cc1ccc2nc3c(cc(C#N)c(=O)n3-c3ccccc3C(F)(F)F)c(=O)n2c1,-7.7,ligprep_chemdiv-stock1_01_400000_split-10_9.sdf:26533,Cc1ccc2nc3c(cc(C#N)c(=O)n3-c3ccccc3C(F)(F)F)c(=O)n2c1,-6.85213,0.778213
COc1ccc(-c2cc3c(=O)n(CC(=O)Nc4ccc(F)cc4F)ccn3n2)cc1OC,1.5399141107339387,HIT105908865.pdbqt,COc1ccc(-c2cc3c(=O)n(CC(=O)Nc4ccc(F)cc4F)ccn3n2)cc1OC,-7.9,ligprep_chemdiv-stock1_02_400000_split-10_7.sdf:28440,COc1ccc(-c2cc3c(=O)n(CC(=O)Nc4ccc(F)cc4F)ccn3n2)cc1OC,-5.94869,0.777998
COc1ccc(C(CNC(=O)Nc2cccc(Cl)c2C)c2c[nH]c3ccccc23)cc1OC,1.0242697388280055,HIT102763161.pdbqt,COc1ccc(C(CNC(=O)Nc2cccc(Cl)c2C)c2c[nH]c3ccccc23)cc1OC,-8.0,ligprep_chemdiv-stock1_02_400000_split-10_8.sdf:23225,COc1ccc([C@H](CNC(=O)Nc2cccc(Cl)c2C)c2c[nH]c3ccccc23)cc1OC,-6.03085,0.777844
CCc1cccc(N2C(=O)CN(S(C)(=O)=O)CC2(C)C(=O)NCc2ccc(C)cc2)c1,1.9503048083527532,HIT211688628.pdbqt,CCc1cccc(N2C(=O)CN(S(C)(=O)=O)CC2(C)C(=O)NCc2ccc(C)cc2)c1,-8.1,ligprep_chemdiv-stock1_02_400000_split-10_3.sdf:5804,CCc1cccc(N2C(=O)CN(S(C)(=O)=O)C[C@@]2(C)C(=O)NCc2ccc(C)cc2)c1,-6.17506,0.777784
Cc1cccnc1NC(=O)C1c2ccccc2C(=O)N(C2CCCC2)C12CCCC2,1.6249086295337762,HIT105024571.pdbqt,Cc1cccnc1NC(=O)C1c2ccccc2C(=O)N(C2CCCC2)C12CCCC2,-8.0,ligprep_chemdiv-stock1_03_400000_split-10_2.sdf:16159,Cc1cccnc1NC(=O)[C@@H]1c2ccccc2C(=O)N(C2CCCC2)C12CCCC2,-6.07741,0.777711
CCc1c(C)nc2ncnn2c1Sc1ccccc1NC(=O)Nc1cc(Cl)ccc1C,1.7149821751166232,HIT100643185.pdbqt,CCc1c(C)nc2ncnn2c1Sc1ccccc1NC(=O)Nc1cc(Cl)ccc1C,-7.8,ligprep_chemdiv-stock1_02_400000_split-10_6.sdf:888,CCc1c(C)nc2ncnn2c1Sc1ccccc1NC(=O)Nc1cc(Cl)ccc1C,-6.09377,0.777328
COc1cc2c(cc1OC)C(c1c(F)cccc1Cl)N(C(=O)c1cccc3cc[nH]c13)CC2,2.3740797219898973,HIT105171169.pdbqt,COc1cc2c(cc1OC)C(c1c(F)cccc1Cl)N(C(=O)c1cccc3cc[nH]c13)CC2,-8.4,ligprep_chemdiv-stock1_04_414266_split-10_1.sdf:20788,COc1cc2c(cc1OC)[C@@H](c1c(F)cccc1Cl)N(C(=O)c1cccc3cc[nH]c13)CC2,-6.92655,0.776593
