standardized_smiles,rmsd,title_vina,Original_SMILES_vina,score_vina,title_glide,Original_SMILES_glide,score_glide,PharmFit_score
O=C(NN=Cc1ccccn1)c1cccc(NC(=O)c2ccccc2)c1,0.73525103797693,HIT211336624.pdbqt,O=C(N/N=C/c1ccccn1)c1cccc(NC(=O)c2ccccc2)c1,-7.7,ligprep_chemdiv-stock1_01_400000_split-10_0.sdf:34759,O=C(N/N=C/c1ccccn1)c1cccc(NC(=O)c2ccccc2)c1,-5.95583,1.08242
COc1cc(C(=O)Nn2c(-c3ccccc3F)nc3ccccc3c2=O)cc(OC)c1OC,1.535850785642141,HIT105814640.pdbqt,COc1cc(C(=O)Nn2c(-c3ccccc3F)nc3ccccc3c2=O)cc(OC)c1OC,-7.7,ligprep_chemdiv-stock1_01_400000_split-10_1.sdf:25868,COc1cc(C(=O)Nn2c(-c3ccccc3F)nc3ccccc3c2=O)cc(OC)c1OC,-6.02702,1.08214
CC(=O)Nc1ccc2c(c1)C1C=CCC1C(c1ccccc1F)N2,1.863264276970214,HIT105412130.pdbqt,CC(=O)Nc1ccc2c(c1)C1C=CCC1C(c1ccccc1F)N2,-7.8,ligprep_chemdiv-stock1_01_400000_split-10_2.sdf:25163,CC(=O)Nc1ccc2c(c1)[C@@H]1C=CC[C@@H]1[C@@H](c1ccccc1F)N2,-6.32546,1.08054
O=C(CCCn1c(=O)c2cccn2c2ccccc21)N1CCN(c2ccc(F)cc2)CC1,2.0344779980839056,HIT100949400.pdbqt,O=C(CCCn1c(=O)c2cccn2c2ccccc21)N1CCN(c2ccc(F)cc2)CC1,-7.9,ligprep_chemdiv-stock1_02_400000_split-10_2.sdf:24282,O=C(CCCn1c(=O)c2cccn2c2ccccc21)N1CCN(c2ccc(F)cc2)CC1,-6.19015,1.07885
COc1ccc(Cl)cc1NC(=O)Cn1c(=O)n(CC2CCCO2)c(=O)c2ccc(C(=O)NCCc3ccccc3)cc21,2.196412205328109,HIT102600713.pdbqt,COc1ccc(Cl)cc1NC(=O)Cn1c(=O)n(CC2CCCO2)c(=O)c2ccc(C(=O)NCCc3ccccc3)cc21,-7.9,ligprep_chemdiv-stock1_01_400000_split-10_8.sdf:11494,COc1ccc(Cl)cc1NC(=O)Cn1c(=O)n(C[C@@H]2CCCO2)c(=O)c2ccc(C(=O)NCCc3ccccc3)cc21,-6.34957,1.07852
CC(=O)c1ccc(N2CCN(C(=O)CS(=O)(=O)c3cccc4nsnc34)CC2)cc1,2.167198091468952,HIT211492724.pdbqt,CC(=O)c1ccc(N2CCN(C(=O)CS(=O)(=O)c3cccc4nsnc34)CC2)cc1,-7.9,ligprep_chemdiv-stock1_02_400000_split-10_9.sdf:6891,CC(=O)c1ccc(N2CCN(C(=O)CS(=O)(=O)c3cccc4nsnc34)CC2)cc1,-6.36046,1.07839
Cc1ccc(-c2c(C(=O)Nc3cccc(Cl)c3)oc(=O)c3ccccc23)cc1,1.6317791489878246,HIT101242460.pdbqt,Cc1ccc(-c2c(C(=O)Nc3cccc(Cl)c3)oc(=O)c3ccccc23)cc1,-8.1,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:30692,Cc1ccc(-c2c(C(=O)Nc3cccc(Cl)c3)oc(=O)c3ccccc23)cc1,-5.95119,1.07822
Cc1ccc(-c2c(C(=O)Nc3ccc(C)c(C)c3)oc(=O)c3ccccc23)cc1,1.7100623697034742,HIT105769115.pdbqt,Cc1ccc(-c2c(C(=O)Nc3ccc(C)c(C)c3)oc(=O)c3ccccc23)cc1,-8.3,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:30634,Cc1ccc(-c2c(C(=O)Nc3ccc(C)c(C)c3)oc(=O)c3ccccc23)cc1,-5.86967,1.07719
Clc1ccc(C2=CC(c3ccccc3Cl)n3nnnc3N2)cc1,1.799212110534956,HIT106147063.pdbqt,Clc1ccc(C2=CC(c3ccccc3Cl)n3nnnc3N2)cc1,-7.7,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:24230,Clc1ccc(C2=C[C@H](c3ccccc3Cl)n3nnnc3N2)cc1,-7.4537,1.07561
O=C(Nc1ccc(Cl)c(Cl)c1)c1c(-c2ccc(Cl)cc2)c2c3n(c(COc4ccccc4)nn13)CCCC2,1.385171151974786,HIT100418222.pdbqt,O=C(Nc1ccc(Cl)c(Cl)c1)c1c(-c2ccc(Cl)cc2)c2c3n(c(COc4ccccc4)nn13)CCCC2,-8.1,ligprep_chemdiv-stock1_01_400000_split-10_5.sdf:11715,O=C(Nc1ccc(Cl)c(Cl)c1)c1c(-c2ccc(Cl)cc2)c2c3n(c(COc4ccccc4)nn13)CCCC2,-5.92099,1.07355
Cc1ccc(-n2nc(-c3ccc(Cl)cc3)c3c2N(CC(=O)NCc2ccc(F)cc2)C(=O)CSC3c2cccs2)cc1,1.399632669412124,HIT102291711.pdbqt,Cc1ccc(-n2nc(-c3ccc(Cl)cc3)c3c2N(CC(=O)NCc2ccc(F)cc2)C(=O)CSC3c2cccs2)cc1,-8.2,ligprep_chemdiv-stock1_04_414266_split-10_1.sdf:16997,Cc1ccc(-n2nc(-c3ccc(Cl)cc3)c3c2N(CC(=O)NCc2ccc(F)cc2)C(=O)CS[C@H]3c2cccs2)cc1,-6.17844,1.07314
O=C(CCC(=O)OCC(=O)c1ccccc1)Nc1ccc2c(c1)oc1ccccc12,2.36790693482662,HIT104508352.pdbqt,O=C(CCC(=O)OCC(=O)c1ccccc1)Nc1ccc2c(c1)oc1ccccc12,-7.7,ligprep_chemdiv-stock1_01_400000_split-10_4.sdf:5893,O=C(CCC(=O)OCC(=O)c1ccccc1)Nc1ccc2c(c1)oc1ccccc12,-6.28986,1.07265
COc1ccc(CCNC(=O)Cc2c(C)nc3c4ccccc4nn3c2C)cc1,0.6220366022050139,HIT107519807.pdbqt,COc1ccc(CCNC(=O)Cc2c(C)nc3c4ccccc4nn3c2C)cc1,-8.1,ligprep_chemdiv-stock1_04_414266_split-10_5.sdf:10209,COc1ccc(CCNC(=O)Cc2c(C)nc3c4ccccc4nn3c2C)cc1,-6.00777,1.07247
Cc1ccccc1Nc1c(C(=O)N2CCSCC2)cnc2ccc(F)cc12,2.121303849225929,HIT105465109.pdbqt,Cc1ccccc1Nc1c(C(=O)N2CCSCC2)cnc2ccc(F)cc12,-7.9,ligprep_chemdiv-stock1_02_400000_split-10_4.sdf:3448,Cc1ccccc1Nc1c(C(=O)N2CCSCC2)cnc2ccc(F)cc12,-5.97634,1.07031
COc1cc2c(=O)n(Cc3ccc(C(=O)N4CCCC4)cc3)c(=O)n(CC(=O)NC3CCCCC3)c2cc1OC,1.3208128777385535,HIT100581815.pdbqt,COc1cc2c(=O)n(Cc3ccc(C(=O)N4CCCC4)cc3)c(=O)n(CC(=O)NC3CCCCC3)c2cc1OC,-7.7,ligprep_chemdiv-stock1_02_400000_split-10_7.sdf:15552,COc1cc2c(=O)n(Cc3ccc(C(=O)N4CCCC4)cc3)c(=O)n(CC(=O)NC3CCCCC3)c2cc1OC,-6.14707,1.06984
Cc1ccc(-c2c(C(=O)N3CCN(c4cc(Cl)ccc4C)CC3)oc(=O)c3ccccc23)cc1,2.182275800289555,HIT103242042.pdbqt,Cc1ccc(-c2c(C(=O)N3CCN(c4cc(Cl)ccc4C)CC3)oc(=O)c3ccccc23)cc1,-8.5,ligprep_chemdiv-stock1_01_400000_split-10_8.sdf:4519,Cc1ccc(-c2c(C(=O)N3CCN(c4cc(Cl)ccc4C)CC3)oc(=O)c3ccccc23)cc1,-5.94092,1.06969
COc1ccc(-n2c(=O)c3ccc(C(=O)NCCc4ccccc4)cc3n(CC(=O)Nc3cccc(Cl)c3)c2=O)cc1,1.2708683291356344,HIT103399417.pdbqt,COc1ccc(-n2c(=O)c3ccc(C(=O)NCCc4ccccc4)cc3n(CC(=O)Nc3cccc(Cl)c3)c2=O)cc1,-7.9,ligprep_chemdiv-stock1_01_400000_split-10_8.sdf:11409,COc1ccc(-n2c(=O)c3ccc(C(=O)NCCc4ccccc4)cc3n(CC(=O)Nc3cccc(Cl)c3)c2=O)cc1,-6.11041,1.06877
CC1CCc2c(sc(NC(=O)c3cc4n(n3)C(C(F)(F)F)CC(c3ccc(Cl)cc3)N4)c2C#N)C1,2.3347183045742983,HIT104722735.pdbqt,CC1CCc2c(sc(NC(=O)c3cc4n(n3)C(C(F)(F)F)CC(c3ccc(Cl)cc3)N4)c2C#N)C1,-7.7,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:2237,C[C@H]1CCc2c(sc(NC(=O)c3cc4n(n3)[C@H](C(F)(F)F)C[C@@H](c3ccc(Cl)cc3)N4)c2C#N)C1,-6.37561,1.06804
COc1ccc(C2CC(C(F)(F)F)n3nc(C(=O)Nc4cc(Cl)ccc4Cl)cc3N2)cc1OC,2.342910080308624,HIT100524578.pdbqt,COc1ccc(C2CC(C(F)(F)F)n3nc(C(=O)Nc4cc(Cl)ccc4Cl)cc3N2)cc1OC,-8.0,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:2202,COc1ccc([C@@H]2C[C@@H](C(F)(F)F)n3nc(C(=O)Nc4cc(Cl)ccc4Cl)cc3N2)cc1OC,-6.29776,1.06674
COc1ccc(Cl)cc1NC(=O)c1cc2n(n1)C(C(F)(F)F)CC(c1ccc(OC)c(OC)c1)N2,2.121862686010976,HIT102839558.pdbqt,COc1ccc(Cl)cc1NC(=O)c1cc2n(n1)C(C(F)(F)F)CC(c1ccc(OC)c(OC)c1)N2,-7.7,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:2199,COc1ccc(Cl)cc1NC(=O)c1cc2n(n1)[C@H](C(F)(F)F)C[C@@H](c1ccc(OC)c(OC)c1)N2,-6.48526,1.06656
Cc1cccc(CN(c2ccc(C(C)C)cc2)S(=O)(=O)c2cccn3cnnc23)c1,2.216188364512367,HIT104541873.pdbqt,Cc1cccc(CN(c2ccc(C(C)C)cc2)S(=O)(=O)c2cccn3cnnc23)c1,-7.9,ligprep_chemdiv-stock1_03_400000_split-10_6.sdf:21882,Cc1cccc(CN(c2ccc(C(C)C)cc2)S(=O)(=O)c2cccn3cnnc23)c1,-6.12113,1.0661
Cc1cc(C(=O)N2CC(c3n[nH]c(-c4ccncc4)n3)C3(CCC3)C2)nn1C,1.909336635644507,HIT107434046.pdbqt,Cc1cc(C(=O)N2CC(c3n[nH]c(-c4ccncc4)n3)C3(CCC3)C2)nn1C,-7.7,ligprep_chemdiv-stock1_04_414266_split-10_0.sdf:4836,Cc1cc(C(=O)N2C[C@@H](c3n[nH]c(-c4ccncc4)n3)C3(CCC3)C2)nn1C,-6.34074,1.06608
O=C1C(=Cc2ccc(Cl)cc2)C=C(c2ccccc2)N1c1cccc(Cl)c1Cl,2.066260363814644,HIT211260234.pdbqt,O=C1/C(=C/c2ccc(Cl)cc2)C=C(c2ccccc2)N1c1cccc(Cl)c1Cl,-7.7,ligprep_chemdiv-stock1_01_400000_split-10_0.sdf:30934,O=C1/C(=C/c2ccc(Cl)cc2)C=C(c2ccccc2)N1c1cccc(Cl)c1Cl,-6.0523,1.06576
COc1cccc(C2CC(c3cccs3)=NN2C(=O)CSc2nnc(CNC(=O)c3ccccc3F)n2C)c1OC,2.027911343253832,HIT100182905.pdbqt,COc1cccc(C2CC(c3cccs3)=NN2C(=O)CSc2nnc(CNC(=O)c3ccccc3F)n2C)c1OC,-7.8,ligprep_chemdiv-stock1_01_400000_split-10_6.sdf:30267,COc1cccc([C@@H]2CC(c3cccs3)=NN2C(=O)CSc2nnc(CNC(=O)c3ccccc3F)n2C)c1OC,-6.96169,1.06431
Cc1ccc(-c2c(C(=O)Nc3cccc(-c4nc5ccc(C)cc5o4)c3)oc(=O)c3ccccc23)cc1,2.3849110167546788,HIT104798255.pdbqt,Cc1ccc(-c2c(C(=O)Nc3cccc(-c4nc5ccc(C)cc5o4)c3)oc(=O)c3ccccc23)cc1,-9.4,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:30619,Cc1ccc(-c2c(C(=O)Nc3cccc(-c4nc5ccc(C)cc5o4)c3)oc(=O)c3ccccc23)cc1,-6.40584,1.06331
Cc1ccc(-c2c(C(=O)N3CCCCC3)oc(=O)c3ccccc23)cc1,0.4976786950046571,HIT101616693.pdbqt,Cc1ccc(-c2c(C(=O)N3CCCCC3)oc(=O)c3ccccc23)cc1,-8.1,ligprep_chemdiv-stock1_01_400000_split-10_8.sdf:4554,Cc1ccc(-c2c(C(=O)N3CCCCC3)oc(=O)c3ccccc23)cc1,-5.87588,1.06285
COc1ccc(C(=O)Nc2cccc(SC3=C(Nc4cc(C)ccc4OC)C(=O)N(c4ccccc4)C3=O)c2)c(OC)c1,1.5169476531263644,HIT105929392.pdbqt,COc1ccc(C(=O)Nc2cccc(SC3=C(Nc4cc(C)ccc4OC)C(=O)N(c4ccccc4)C3=O)c2)c(OC)c1,-8.0,ligprep_chemdiv-stock1_04_414266_split-10_3.sdf:33610,COc1ccc(C(=O)Nc2cccc(SC3=C(Nc4cc(C)ccc4OC)C(=O)N(c4ccccc4)C3=O)c2)c(OC)c1,-6.90257,1.06275
OC1CCCc2c1[nH]c1ccc(C34CC5CC(CC(C5)C3)C4)cc21,1.2842309368515732,HIT102002714.pdbqt,OC1CCCc2c1[nH]c1ccc(C34CC5CC(CC(C5)C3)C4)cc21,-8.0,ligprep_chemdiv-stock1_01_400000_split-10_2.sdf:39843,O[C@H]1CCCc2c1[nH]c1ccc(C34C[C@H]5C[C@@H](C3)C[C@@H](C4)C5)cc21,-6.06583,1.06195
CC(=O)c1ccc(NC(=O)C2Cc3ccccc3N2C(=O)c2ccccc2)cc1,1.9297107534729043,HIT103150345.pdbqt,CC(=O)c1ccc(NC(=O)C2Cc3ccccc3N2C(=O)c2ccccc2)cc1,-7.8,ligprep_chemdiv-stock1_02_400000_split-10_7.sdf:20475,CC(=O)c1ccc(NC(=O)[C@@H]2Cc3ccccc3N2C(=O)c2ccccc2)cc1,-6.26336,1.06109
Cc1ccc(-c2nc3ccccc3c3nnc(SCCc4c(C)noc4C)n23)cc1,1.809269127760341,HIT106473937.pdbqt,Cc1ccc(-c2nc3ccccc3c3nnc(SCCc4c(C)noc4C)n23)cc1,-7.7,ligprep_chemdiv-stock1_03_400000_split-10_2.sdf:13452,Cc1ccc(-c2nc3ccccc3c3nnc(SCCc4c(C)noc4C)n23)cc1,-6.22287,1.06098
Cc1ccc(C2C=C(c3ccc(OC(F)F)cc3)Nc3nc4ccccc4n32)cc1,1.1843461252240974,HIT104048538.pdbqt,Cc1ccc(C2C=C(c3ccc(OC(F)F)cc3)Nc3nc4ccccc4n32)cc1,-7.7,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:24804,Cc1ccc([C@@H]2C=C(c3ccc(OC(F)F)cc3)Nc3nc4ccccc4n32)cc1,-7.14685,1.05926
O=C(c1cnc2ccc(F)cc2c1Nc1ccccc1Br)N1CCSCC1,1.2048662925665077,HIT105551802.pdbqt,O=C(c1cnc2ccc(F)cc2c1Nc1ccccc1Br)N1CCSCC1,-7.8,ligprep_chemdiv-stock1_02_400000_split-10_4.sdf:3657,O=C(c1cnc2ccc(F)cc2c1Nc1ccccc1Br)N1CCSCC1,-6.13978,1.05926
Cc1ccc2[nH]cc(CCNC(=O)C3(C)COCc4nnc(C5CCCC5)n43)c2c1,1.2559311630552572,HIT104884464.pdbqt,Cc1ccc2[nH]cc(CCNC(=O)C3(C)COCc4nnc(C5CCCC5)n43)c2c1,-8.3,ligprep_chemdiv-stock1_03_400000_split-10_9.sdf:10539,Cc1ccc2[nH]cc(CCNC(=O)[C@]3(C)COCc4nnc(C5CCCC5)n43)c2c1,-6.08482,1.05906
O=C(Nn1ccc2c(nnc3c(-c4ccccc4)cnn32)c1=O)c1cccnc1,1.592478113204224,HIT101397436.pdbqt,O=C(Nn1ccc2c(nnc3c(-c4ccccc4)cnn32)c1=O)c1cccnc1,-7.8,ligprep_chemdiv-stock1_04_414266_split-10_4.sdf:7994,O=C(Nn1ccc2c(nnc3c(-c4ccccc4)cnn32)c1=O)c1cccnc1,-5.91752,1.05751
O=C(c1cnc2ccc(F)cc2c1Nc1ccccc1Cl)N1CCOCC1,1.9983353658594047,HIT106112047.pdbqt,O=C(c1cnc2ccc(F)cc2c1Nc1ccccc1Cl)N1CCOCC1,-8.0,ligprep_chemdiv-stock1_02_400000_split-10_4.sdf:3418,O=C(c1cnc2ccc(F)cc2c1Nc1ccccc1Cl)N1CCOCC1,-6.23479,1.05638
Cc1cccc(C(=O)N(C)CCc2noc(-c3[nH]c4ccc(C)cc4c3C)n2)c1,1.1045829131708331,HIT100121769.pdbqt,Cc1cccc(C(=O)N(C)CCc2noc(-c3[nH]c4ccc(C)cc4c3C)n2)c1,-8.6,ligprep_chemdiv-stock1_03_400000_split-10_6.sdf:19353,Cc1cccc(C(=O)N(C)CCc2noc(-c3[nH]c4ccc(C)cc4c3C)n2)c1,-6.4811,1.05522
CCc1ccc(NC(=O)CC2C(=O)N(c3cccc(C)c3)C(=O)N2C2CCCC2)cc1,1.712774870806002,HIT102532749.pdbqt,CCc1ccc(NC(=O)CC2C(=O)N(c3cccc(C)c3)C(=O)N2C2CCCC2)cc1,-8.0,ligprep_chemdiv-stock1_01_400000_split-10_8.sdf:27797,CCc1ccc(NC(=O)C[C@@H]2C(=O)N(c3cccc(C)c3)C(=O)N2C2CCCC2)cc1,-6.60564,1.05517
Cc1ccc(C2=CC(c3c(F)cccc3Cl)n3ncnc3N2)cc1,1.1666435216751794,HIT101404330.pdbqt,Cc1ccc(C2=CC(c3c(F)cccc3Cl)n3ncnc3N2)cc1,-8.2,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:24712,Cc1ccc(C2=C[C@H](c3c(F)cccc3Cl)n3ncnc3N2)cc1,-6.92373,1.05359
COc1cc(C2CN(C(=O)c3ccc4c(c3)OCO4)CC2C(=O)N2CCCCC2)cc(OC)c1OC,2.5089536842521074,HIT103289649.pdbqt,COc1cc(C2CN(C(=O)c3ccc4c(c3)OCO4)CC2C(=O)N2CCCCC2)cc(OC)c1OC,-7.7,ligprep_chemdiv-stock1_04_414266_split-10_3.sdf:15594,COc1cc([C@@H]2CN(C(=O)c3ccc4c(c3)OCO4)C[C@H]2C(=O)N2CCCCC2)cc(OC)c1OC,-5.87932,1.05344
O=C1CC(c2cc(F)ccc2F)c2c(nc(SCc3ccccc3Cl)[nH]c2=O)N1,1.06616794433018,HIT101364009.pdbqt,O=C1CC(c2cc(F)ccc2F)c2c(nc(SCc3ccccc3Cl)[nH]c2=O)N1,-8.2,ligprep_chemdiv-stock1_02_400000_split-10_0.sdf:12949,O=C1C[C@H](c2cc(F)ccc2F)c2c(nc(SCc3ccccc3Cl)[nH]c2=O)N1,-5.89347,1.05297
CSc1nn(CC(=O)NCc2ccc(C)cc2)c(N)c1-c1nc(-c2ccc3c(c2)OCO3)no1,0.6518726226621828,HIT106271305.pdbqt,CSc1nn(CC(=O)NCc2ccc(C)cc2)c(N)c1-c1nc(-c2ccc3c(c2)OCO3)no1,-8.0,ligprep_chemdiv-stock1_02_400000_split-10_4.sdf:2496,CSc1nn(CC(=O)NCc2ccc(C)cc2)c(N)c1-c1nc(-c2ccc3c(c2)OCO3)no1,-5.86988,1.05248
CC(=O)c1sc2nc(-c3ccc4c(c3)OCCO4)cc(C(F)(F)F)c2c1N,0.6873092996121413,HIT100890625.pdbqt,CC(=O)c1sc2nc(-c3ccc4c(c3)OCCO4)cc(C(F)(F)F)c2c1N,-7.7,ligprep_chemdiv-stock1_01_400000_split-10_3.sdf:11245,CC(=O)c1sc2nc(-c3ccc4c(c3)OCCO4)cc(C(F)(F)F)c2c1N,-6.8546,1.05224
CCc1ccc2c(c1)c(-c1ccc(Cl)cc1)c(C(=O)NCCc1c[nH]c3ccccc13)n2C,2.0383881523637646,HIT106729089.pdbqt,CCc1ccc2c(c1)c(-c1ccc(Cl)cc1)c(C(=O)NCCc1c[nH]c3ccccc13)n2C,-8.5,ligprep_chemdiv-stock1_04_414266_split-10_9.sdf:5545,CCc1ccc2c(c1)c(-c1ccc(Cl)cc1)c(C(=O)NCCc1c[nH]c3ccccc13)n2C,-6.76552,1.05194
Cc1cccc(-n2c(SCC(=O)Nc3cccc(Cl)c3)nc3c(oc4ccccc43)c2=O)c1,1.692009687987165,HIT103688011.pdbqt,Cc1cccc(-n2c(SCC(=O)Nc3cccc(Cl)c3)nc3c(oc4ccccc43)c2=O)c1,-8.0,ligprep_chemdiv-stock1_01_400000_split-10_9.sdf:6372,Cc1cccc(-n2c(SCC(=O)Nc3cccc(Cl)c3)nc3c(oc4ccccc43)c2=O)c1,-6.05357,1.04919
Cc1ccc(-c2c(C(=O)Nc3ccc(Cl)cc3Cl)oc(=O)c3ccccc23)cc1,1.4254451499504432,HIT101842917.pdbqt,Cc1ccc(-c2c(C(=O)Nc3ccc(Cl)cc3Cl)oc(=O)c3ccccc23)cc1,-8.4,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:30688,Cc1ccc(-c2c(C(=O)Nc3ccc(Cl)cc3Cl)oc(=O)c3ccccc23)cc1,-6.00692,1.04898
COc1ccc(-c2nc3ccc(-c4ccc(Cl)cc4C)cn3c2CCC(=O)Nc2cccc(F)c2)cc1,2.3201594818786377,HIT105464536.pdbqt,COc1ccc(-c2nc3ccc(-c4ccc(Cl)cc4C)cn3c2CCC(=O)Nc2cccc(F)c2)cc1,-7.8,ligprep_chemdiv-stock1_04_414266_split-10_3.sdf:41325,COc1ccc(-c2nc3ccc(-c4ccc(Cl)cc4C)cn3c2CCC(=O)Nc2cccc(F)c2)cc1,-6.17946,1.04728
COc1cccc(C2CC(c3cccs3)=NN2C(=O)CSc2nnc(CNC(=O)c3ccccc3F)n2-c2cc(C)ccc2C)c1OC,2.11983019961702,HIT102665287.pdbqt,COc1cccc(C2CC(c3cccs3)=NN2C(=O)CSc2nnc(CNC(=O)c3ccccc3F)n2-c2cc(C)ccc2C)c1OC,-7.9,ligprep_chemdiv-stock1_01_400000_split-10_6.sdf:30247,COc1cccc([C@@H]2CC(c3cccs3)=NN2C(=O)CSc2nnc(CNC(=O)c3ccccc3F)n2-c2cc(C)ccc2C)c1OC,-7.65522,1.04295
O=C1CC(c2cccc(F)c2F)c2c(nc(SCc3ccccc3Cl)[nH]c2=O)N1,0.9900892831561656,HIT105293062.pdbqt,O=C1CC(c2cccc(F)c2F)c2c(nc(SCc3ccccc3Cl)[nH]c2=O)N1,-8.4,ligprep_chemdiv-stock1_02_400000_split-10_0.sdf:12921,O=C1C[C@H](c2cccc(F)c2F)c2c(nc(SCc3ccccc3Cl)[nH]c2=O)N1,-6.05836,1.04222
O=C1CC(c2ccc(F)c(F)c2)c2ccc3ccccc3c2N1,1.6240975083170768,HIT105283775.pdbqt,O=C1CC(c2ccc(F)c(F)c2)c2ccc3ccccc3c2N1,-7.7,ligprep_chemdiv-stock1_01_400000_split-10_4.sdf:36187,O=C1C[C@H](c2ccc(F)c(F)c2)c2ccc3ccccc3c2N1,-6.63228,1.04183
Cc1ccc(-c2c3c(=O)n(C)c(=O)n(C)c3c3n2-c2ccccc2NC3c2cccc(O)c2)cc1,0.3990092702109654,HIT102532225.pdbqt,Cc1ccc(-c2c3c(=O)n(C)c(=O)n(C)c3c3n2-c2ccccc2NC3c2cccc(O)c2)cc1,-8.2,ligprep_chemdiv-stock1_02_400000_split-10_0.sdf:37058,Cc1ccc(-c2c3c(=O)n(C)c(=O)n(C)c3c3n2-c2ccccc2N[C@H]3c2cccc(O)c2)cc1,-5.90262,1.04176
CCOc1ccc(NC(=O)N2CCc3c([nH]c4ccccc34)C2c2ccc(C)cc2)cc1,1.6208995964818431,HIT103169089.pdbqt,CCOc1ccc(NC(=O)N2CCc3c([nH]c4ccccc34)C2c2ccc(C)cc2)cc1,-7.8,ligprep_chemdiv-stock1_02_400000_split-10_3.sdf:21911,CCOc1ccc(NC(=O)N2CCc3c([nH]c4ccccc34)[C@@H]2c2ccc(C)cc2)cc1,-5.93869,1.04115
COc1ccc(-c2csc(N(Cc3ccc(C(=O)N4CCOCC4)o3)c3ccccc3Cl)n2)cc1,2.3919139645301377,HIT106310580.pdbqt,COc1ccc(-c2csc(N(Cc3ccc(C(=O)N4CCOCC4)o3)c3ccccc3Cl)n2)cc1,-7.8,ligprep_chemdiv-stock1_04_414266_split-10_3.sdf:15044,COc1ccc(-c2csc(N(Cc3ccc(C(=O)N4CCOCC4)o3)c3ccccc3Cl)n2)cc1,-5.97926,1.04056
COc1cc2c(=O)n(-c3ccccc3)c(SCC(=O)c3ccc4c(c3)CCCC4)nc2c(OC)c1OC,2.418899884133168,HIT101428077.pdbqt,COc1cc2c(=O)n(-c3ccccc3)c(SCC(=O)c3ccc4c(c3)CCCC4)nc2c(OC)c1OC,-7.7,ligprep_chemdiv-stock1_01_400000_split-10_6.sdf:3006,COc1cc2c(=O)n(-c3ccccc3)c(SCC(=O)c3ccc4c(c3)CCCC4)nc2c(OC)c1OC,-6.12677,1.04036
O=C(c1ccccc1Cl)N1CCN(c2ncnc3c2c(-c2ccccc2)cn3-c2ccc(F)cc2)CC1,2.2517937012464038,HIT104107359.pdbqt,O=C(c1ccccc1Cl)N1CCN(c2ncnc3c2c(-c2ccccc2)cn3-c2ccc(F)cc2)CC1,-8.2,ligprep_chemdiv-stock1_02_400000_split-10_1.sdf:12448,O=C(c1ccccc1Cl)N1CCN(c2ncnc3c2c(-c2ccccc2)cn3-c2ccc(F)cc2)CC1,-6.1691,1.03986
COc1ccc(N2CCN(C(=O)CN3C(=O)CCn4nc(-c5cccc(Cl)c5)cc43)CC2)cc1,1.1883758419644452,HIT102006978.pdbqt,COc1ccc(N2CCN(C(=O)CN3C(=O)CCn4nc(-c5cccc(Cl)c5)cc43)CC2)cc1,-7.9,ligprep_chemdiv-stock1_02_400000_split-10_3.sdf:34200,COc1ccc(N2CCN(C(=O)CN3C(=O)CCn4nc(-c5cccc(Cl)c5)cc43)CC2)cc1,-6.7892,1.03924
Cc1c(NC(=O)c2nn3c(c2Cl)NC(c2ccc(Br)cc2)CC3C(F)(F)F)c(=O)n(-c2ccccc2)n1C,2.319573313303435,HIT103221338.pdbqt,Cc1c(NC(=O)c2nn3c(c2Cl)NC(c2ccc(Br)cc2)CC3C(F)(F)F)c(=O)n(-c2ccccc2)n1C,-8.3,ligprep_chemdiv-stock1_01_400000_split-10_1.sdf:10585,Cc1c(NC(=O)c2nn3c(c2Cl)N[C@@H](c2ccc(Br)cc2)C[C@@H]3C(F)(F)F)c(=O)n(-c2ccccc2)n1C,-6.04986,1.03845
COc1cccc(C2=CC(c3cc(Cl)ccc3OC(F)F)n3ncnc3N2)c1,1.808388421061297,HIT101410136.pdbqt,COc1cccc(C2=CC(c3cc(Cl)ccc3OC(F)F)n3ncnc3N2)c1,-8.1,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:24939,COc1cccc(C2=C[C@H](c3cc(Cl)ccc3OC(F)F)n3ncnc3N2)c1,-7.82905,1.03637
Cc1ccc(-c2nc3sc(CCNS(=O)(=O)c4ccccc4F)c(C)n3n2)cc1,1.702736846961385,HIT106117414.pdbqt,Cc1ccc(-c2nc3sc(CCNS(=O)(=O)c4ccccc4F)c(C)n3n2)cc1,-8.3,ligprep_chemdiv-stock1_02_400000_split-10_9.sdf:14736,Cc1ccc(-c2nc3sc(CCNS(=O)(=O)c4ccccc4F)c(C)n3n2)cc1,-6.1085,1.03574
