standardized_smiles,rmsd,title_vina,Original_SMILES_vina,score_vina,title_glide,Original_SMILES_glide,score_glide,PharmFit_score,Total_RSA,Side_chain_RSA,PAINS,clogP
COc1ccc(-c2noc(CSc3nc4cc5c(cc4c(=O)n3CC3CCCO3)OCO5)n2)cc1,0.6824484721521892,HIT103726560.pdbqt,COc1ccc(-c2noc(CSc3nc4cc5c(cc4c(=O)n3CC3CCCO3)OCO5)n2)cc1,-7.9,ligprep_chemdiv-stock1_03_400000_split-10_4.sdf:35295,COc1ccc(-c2noc(CSc3nc4cc5c(cc4c(=O)n3C[C@@H]3CCCO3)OCO5)n2)cc1,-6.02965,1.84052,0.3095209478427048,0.0382914073098856,False,3.655100000000002
O=C(CCCn1c(=O)c2cccn2c2ccccc21)N1CCN(c2ccc(F)cc2)CC1,2.0344779980839056,HIT100949400.pdbqt,O=C(CCCn1c(=O)c2cccn2c2ccccc21)N1CCN(c2ccc(F)cc2)CC1,-7.9,ligprep_chemdiv-stock1_02_400000_split-10_2.sdf:24282,O=C(CCCn1c(=O)c2cccn2c2ccccc21)N1CCN(c2ccc(F)cc2)CC1,-6.19015,1.07885,0.3259125099923899,0.0492827120545234,False,3.522300000000002
O=C(COc1ncnc2onc(-c3ccccc3)c12)NCc1ccccc1F,2.330962575081069,HIT104876585.pdbqt,O=C(COc1ncnc2onc(-c3ccccc3)c12)NCc1ccccc1F,-7.9,ligprep_chemdiv-stock1_03_400000_split-10_4.sdf:16901,O=C(COc1ncnc2onc(-c3ccccc3)c12)NCc1ccccc1F,-5.92539,1.0107,0.3378377977181952,0.0583491383844015,False,3.1191000000000013
Cc1ccc(-n2c(SCC(=O)N3CCCC3)nnc2-c2cc3ccccc3o2)cc1,0.4690879487544603,HIT107283000.pdbqt,Cc1ccc(-n2c(SCC(=O)N3CCCC3)nnc2-c2cc3ccccc3o2)cc1,-8.1,ligprep_chemdiv-stock1_03_400000_split-10_2.sdf:9258,Cc1ccc(-n2c(SCC(=O)N3CCCC3)nnc2-c2cc3ccccc3o2)cc1,-6.42246,0.820808,0.2995196017416632,0.0420579674388506,False,4.703420000000004
Cc1nn(-c2cc(N3CCCCC3)ncn2)c(C)c1CCC(=O)Nc1cccc(Cl)c1,1.7980835789178975,HIT106507157.pdbqt,Cc1nn(-c2cc(N3CCCCC3)ncn2)c(C)c1CCC(=O)Nc1cccc(Cl)c1,-7.7,ligprep_chemdiv-stock1_02_400000_split-10_5.sdf:31058,Cc1nn(-c2cc(N3CCCCC3)ncn2)c(C)c1CCC(=O)Nc1cccc(Cl)c1,-6.10872,0.829899,0.3141880850962772,0.0400001426720848,False,4.494140000000003
O=C(CSc1nc2c([nH]c3ccccc32)c(=O)n1-c1ccccc1)Nc1ccc2c(c1)OCO2,0.968900829776288,HIT103806553.pdbqt,O=C(CSc1nc2c([nH]c3ccccc32)c(=O)n1-c1ccccc1)Nc1ccc2c(c1)OCO2,-8.0,ligprep_chemdiv-stock1_02_400000_split-10_9.sdf:8775,O=C(CSc1nc2c([nH]c3ccccc32)c(=O)n1-c1ccccc1)Nc1ccc2c(c1)OCO2,-5.99659,1.14921,0.3041395701336318,0.0428582407122482,False,4.326500000000002
Cc1cc(C(=O)N2CC(c3n[nH]c(-c4ccncc4)n3)C3(CCC3)C2)nn1C,1.909336635644507,HIT107434046.pdbqt,Cc1cc(C(=O)N2CC(c3n[nH]c(-c4ccncc4)n3)C3(CCC3)C2)nn1C,-7.7,ligprep_chemdiv-stock1_04_414266_split-10_0.sdf:4836,Cc1cc(C(=O)N2C[C@@H](c3n[nH]c(-c4ccncc4)n3)C3(CCC3)C2)nn1C,-6.34074,1.06608,0.3223013929280447,0.0461840444429978,False,2.3185200000000004
COCCN1C(=O)c2ccccc2C(C(=O)Nc2ccc(C)cc2)C1c1ccccc1,1.1244117125656594,HIT104068011.pdbqt,COCCN1C(=O)c2ccccc2C(C(=O)Nc2ccc(C)cc2)C1c1ccccc1,-8.1,ligprep_chemdiv-stock1_04_414266_split-10_2.sdf:14376,COCCN1C(=O)c2ccccc2[C@@H](C(=O)Nc2ccc(C)cc2)[C@H]1c1ccccc1,-5.93532,1.20564,0.323737305250146,0.0497713189070869,False,4.560820000000004
COc1ccc(N2C(=O)C3N=NN(CC(=O)Nc4ccc(C)c(C)c4)C3C2=O)cc1Cl,0.8521007334816705,HIT101330687.pdbqt,COc1ccc(N2C(=O)C3N=NN(CC(=O)Nc4ccc(C)c(C)c4)C3C2=O)cc1Cl,-7.8,ligprep_chemdiv-stock1_01_400000_split-10_7.sdf:39954,COc1ccc(N2C(=O)[C@@H]3[C@@H](N=NN3CC(=O)Nc3ccc(C)c(C)c3)C2=O)cc1Cl,-5.85781,0.780696,0.3066848189464436,0.0495444984494098,False,2.8973400000000007
CN(C)c1ccc(C(=O)N2CCCC(n3cc(-c4nc(-c5ccccc5)no4)nn3)C2)cc1,2.022525236535812,HIT105147811.pdbqt,CN(C)c1ccc(C(=O)N2CCCC(n3cc(-c4nc(-c5ccccc5)no4)nn3)C2)cc1,-7.8,ligprep_chemdiv-stock1_03_400000_split-10_7.sdf:37876,CN(C)c1ccc(C(=O)N2CCC[C@@H](n3cc(-c4nc(-c5ccccc5)no4)nn3)C2)cc1,-6.11456,1.43413,0.3093728571967876,0.0398855069991328,False,3.538400000000002
O=C(Cn1nc2nc(Nc3ccc(F)cc3)ccn2c1=O)Nc1ccccc1Cl,1.9882059162765928,HIT102330781.pdbqt,O=C(Cn1nc2nc(Nc3ccc(F)cc3)ccn2c1=O)Nc1ccccc1Cl,-7.9,ligprep_chemdiv-stock1_03_400000_split-10_7.sdf:6413,O=C(Cn1nc2nc(Nc3ccc(F)cc3)ccn2c1=O)Nc1ccccc1Cl,-5.94385,1.16459,0.3220683308500668,0.0475077166620836,False,3.0658000000000003
Cn1c(=O)c2c(nc(CN(Cc3ccccc3)Cc3ccccc3)n2Cc2ccc(F)cc2)n(C)c1=O,1.6971518491045283,HIT103694466.pdbqt,Cn1c(=O)c2c(nc(CN(Cc3ccccc3)Cc3ccccc3)n2Cc2ccc(F)cc2)n(C)c1=O,-7.7,ligprep_chemdiv-stock1_01_400000_split-10_8.sdf:9862,Cn1c(=O)c2c(nc(CN(Cc3ccccc3)Cc3ccccc3)n2Cc2ccc(F)cc2)n(C)c1=O,-5.94162,0.939057,0.3265724894551985,0.0460978687167584,False,3.823500000000002
